,Unnamed: 0,LOCATION,TIME,Germany_unemployment_rate,index,time_close,ETH_closing_price,yfit,xfit
948,,,,,,,,3.204667121685587,3188.8173419019017
949,,,,,,,,3.2063003713816083,3192.173995328662
950,,,,,,,,3.207967837656336,3195.530648755422
951,,,,,,,,3.2096697032832635,3198.8873021821823
952,,,,,,,,3.2114061514076777,3202.243955608942
953,,,,,,,,3.213177365546673,3205.6006090357023
954,,,,,,,,3.214983529589126,3208.9572624624625
955,,,,,,,,3.2168248277957225,3212.3139158892227
956,,,,,,,,3.2187014447989264,3215.6705693159824
957,,,,,,,,3.220613565603009,3219.0272227427427
958,,,,,,,,3.2225613755840374,3222.383876169503
959,,,,,,,,3.2245450604898624,3225.740529596263
960,,,,,,,,3.22656480644014,3229.0971830230233
961,,,,,,,,3.2286207999263232,3232.453836449783
962,,,,,,,,3.2307132278116537,3235.810489876543
963,,,,,,,,3.2328422773311734,3239.1671433033034
964,,,,,,,,3.2350081360917096,3242.5237967300636
965,,,,,,,,3.2372109920719008,3245.8804501568234
966,,,,,,,,3.239451033622169,3249.2371035835836
967,,,,,,,,3.241728449464736,3252.593757010344
968,,,,,,,,3.2440434286936113,3255.950410437104
969,,,,,,,,3.2463961607746077,3259.3070638638637
970,,,,,,,,3.2487868355453426,3262.663717290624
971,,,,,,,,3.2512156432152017,3266.020370717384
972,,,,,,,,3.2536827743653918,3269.3770241441443
973,,,,,,,,3.256188419948896,3272.733677570904
974,,,,,,,,3.2587327712905148,3276.0903309976643
975,,,,,,,,3.261316020086819,3279.4469844244245
976,,,,,,,,3.2639383584061923,3282.8036378511847
977,,,,,,,,3.2665999786888014,3286.1602912779445
978,,,,,,,,3.2693010737466164,3289.5169447047047
979,,,,,,,,3.2720418367634077,3292.873598131465
980,,,,,,,,3.274822461294726,3296.230251558225
981,,,,,,,,3.2776431412679288,3299.586904984985
982,,,,,,,,3.280504070982161,3302.943558411745
983,,,,,,,,3.283405445108373,3306.300211838505
984,,,,,,,,3.286347458689299,3309.6568652652654
985,,,,,,,,3.28933030713948,3313.013518692025
986,,,,,,,,3.2923541862452392,3316.3701721187854
987,,,,,,,,3.295419292164706,3319.7268255455456
988,,,,,,,,3.2985258214278006,3323.083478972306
989,,,,,,,,3.3016739709362333,3326.4401323990655
990,,,,,,,,3.3048639379635256,3329.7967858258257
991,,,,,,,,3.308095920154973,3333.153439252586
992,,,,,,,,3.311370115527684,3336.510092679346
993,,,,,,,,3.314686722470556,3339.8667461061063
994,,,,,,,,3.318045939744277,3343.223399532866
995,,,,,,,,3.3214479664813363,3346.5800529596263
996,,,,,,,,3.3248930021860135,3349.9367063863865
997,,,,,,,,3.328381246734392,3353.2933598131467
998,,,,,,,,3.331912900374333,3356.6500132399065
999,,,,,,,,3.3354881637255187,3360.0066666666667
