,Unnamed: 0,LOCATION,TIME,Japan_unemployment_rate,index,time_close,ETH_closing_price,yfit,xfit
37,,,,,,,,2.6121362878548093,130.9060701234568
38,,,,,,,,2.609297883110622,134.2627235502169
39,,,,,,,,2.6065451920457186,137.61937697697698
40,,,,,,,,2.6038773231358934,140.97603040373707
41,,,,,,,,2.6012933895052592,144.33268383049716
42,,,,,,,,2.5987925089159782,147.68933725725725
43,,,,,,,,2.5963738037579938,151.04599068401734
44,,,,,,,,2.5940364010387653,154.40264411077746
45,,,,,,,,2.5917794323729977,157.75929753753755
46,,,,,,,,2.5896020339723758,161.11595096429764
47,,,,,,,,2.587503346635297,164.47260439105773
48,,,,,,,,2.5854825157366017,167.82925781781782
49,,,,,,,,2.583538691217309,171.1859112445779
50,,,,,,,,2.581671027574347,174.542564671338
51,,,,,,,,2.5798786838502847,177.8992180980981
52,,,,,,,,2.5781608236230666,181.25587152485818
53,,,,,,,,2.576516614995744,184.6125249516183
54,,,,,,,,2.5749452305862066,187.9691783783784
55,,,,,,,,2.573445847516918,191.32583180513848
56,,,,,,,,2.5720176474046443,194.68248523189857
57,,,,,,,,2.5706598163501893,198.03913865865866
58,,,,,,,,2.5693715449281265,201.39579208541875
59,,,,,,,,2.568152028176531,204.75244551217884
60,,,,,,,,2.5670004655867116,208.10909893893896
61,,,,,,,,2.565916061092945,211.46575236569905
62,,,,,,,,2.5648980230622067,214.82240579245914
63,,,,,,,,2.563945564283905,218.17905921921923
64,,,,,,,,2.5630579019596107,221.53571264597932
65,,,,,,,,2.562234257692793,224.8923660727394
66,,,,,,,,2.56147385747855,228.2490194994995
67,,,,,,,,2.5607759316933416,231.6056729262596
68,,,,,,,,2.560139715084722,234.96232635301968
69,,,,,,,,2.559564446761072,238.3189797797798
70,,,,,,,,2.559049370181332,241.67563320653989
71,,,,,,,,2.558593733144735,245.03228663329998
72,,,,,,,,2.558196787780536,248.38894006006007
73,,,,,,,,2.5578577905377493,251.74559348682016
74,,,,,,,,2.5575760021748772,255.10224691358025
75,,,,,,,,2.5573506877496435,258.45890034034034
76,,,,,,,,2.5571811166087275,261.8155537671005
77,,,,,,,,2.5570665623774937,265.1722071938606
78,,,,,,,,2.5570063029497274,268.52886062062066
79,,,,,,,,2.5569996204773644,271.88551404738075
80,,,,,,,,2.5570458013602257,275.24216747414084
81,,,,,,,,2.557144136235748,278.59882090090093
82,,,,,,,,2.557293919968718,281.955474327661
83,,,,,,,,2.5574944516410048,285.3121277544211
84,,,,,,,,2.557745034541289,288.6687811811812
85,,,,,,,,2.5580449761548016,292.0254346079413
86,,,,,,,,2.5583935881530495,295.3820880347014
87,,,,,,,,2.5587901863835536,298.7387414614615
88,,,,,,,,2.559234090859578,302.0953948882216
89,,,,,,,,2.559724625749863,305.4520483149817
90,,,,,,,,2.560261119368359,308.8087017417418
91,,,,,,,,2.5608429041639575,312.1653551685019
92,,,,,,,,2.561469316710225,315.522008595262
93,,,,,,,,2.562139697695133,318.87866202202207
94,,,,,,,,2.5628533919107936,322.23531544878216
95,,,,,,,,2.5636097482431905,325.59196887554225
96,,,,,,,,2.56440811966191,328.94862230230234
97,,,,,,,,2.5652478632098767,332.30527572906243
98,,,,,,,,2.5661283399930843,335.6619291558225
99,,,,,,,,2.5670489151703264,339.0185825825826
100,,,,,,,,2.5680089579429324,342.3752360093427
101,,,,,,,,2.5690078415444972,345.7318894361028
102,,,,,,,,2.570044943230616,349.0885428628629
103,,,,,,,,2.571119644268614,352.44519628962297
104,,,,,,,,2.572231329927282,355.80184971638306
105,,,,,,,,2.573379389466606,359.1585031431432
106,,,,,,,,2.574563216127503,362.5151565699033
107,,,,,,,,2.575782207121548,365.8718099966634
108,,,,,,,,2.577035763620714,369.2284634234235
109,,,,,,,,2.578323290747099,372.58511685018357
110,,,,,,,,2.5796441975626587,375.94177027694366
111,,,,,,,,2.580997897058942,379.29842370370375
112,,,,,,,,2.5823838061468214,382.65507713046384
113,,,,,,,,2.583801345646225,386.0117305572239
114,,,,,,,,2.5852499402758715,389.368383983984
115,,,,,,,,2.586729018643,392.7250374107441
116,,,,,,,,2.588238013233104,396.0816908375042
117,,,,,,,,2.5897763603996626,399.4383442642643
118,,,,,,,,2.591343500353875,402.7949976910244
119,,,,,,,,2.5929388771543915,406.15165111778447
120,,,,,,,,2.594561938697046,409.5083045445446
121,,,,,,,,2.5962121367045894,412.8649579713047
122,,,,,,,,2.597888926716421,416.2216113980648
123,,,,,,,,2.599591768078322,419.5782648248249
124,,,,,,,,2.6013201239321866,422.934918251585
125,,,,,,,,2.603073461205757,426.29157167834506
126,,,,,,,,2.604851250602353,429.64822510510515
127,,,,,,,,2.606652966590606,433.00487853186524
128,,,,,,,,2.6084780873941917,436.36153195862533
129,,,,,,,,2.6103260949815623,439.7181853853854
130,,,,,,,,2.612196475055678,443.0748388121455
131,,,,,,,,2.614088717043741,446.4314922389056
132,,,,,,,,2.6160023140869275,449.7881456656657
133,,,,,,,,2.6179367630301202,453.1447990924258
134,,,,,,,,2.619891564411639,456.5014525191859
135,,,,,,,,2.6218662224529785,459.85810594594597
136,,,,,,,,2.6238602450485335,463.21475937270606
137,,,,,,,,2.625873143755337,466.5714127994662
138,,,,,,,,2.6279044337827906,469.9280662262263
139,,,,,,,,2.6299536339823972,473.2847196529864
140,,,,,,,,2.6320202668374932,476.6413730797465
141,,,,,,,,2.6341038584529826,479.99802650650656
142,,,,,,,,2.6362039385450657,483.35467993326665
143,,,,,,,,2.638320040430976,486.71133336002674
144,,,,,,,,2.6404517010187107,490.06798678678683
145,,,,,,,,2.642598460796763,493.4246402135469
146,,,,,,,,2.644759863823854,496.781293640307
147,,,,,,,,2.6469354577186666,500.1379470670671
148,,,,,,,,2.6491247936495785,503.4946004938272
149,,,,,,,,2.651327426324393,506.8512539205873
150,,,,,,,,2.6535429139800706,510.2079073473474
151,,,,,,,,2.6557708183724653,513.5645607741075
152,,,,,,,,2.6580107047660535,516.9212142008676
153,,,,,,,,2.6602621419236687,520.2778676276276
154,,,,,,,,2.6625247020962317,523.6345210543877
155,,,,,,,,2.664797961012486,526.9911744811478
156,,,,,,,,2.667081497868728,530.3478279079079
157,,,,,,,,2.669374895318541,533.704481334668
158,,,,,,,,2.6716777394625253,537.0611347614281
159,,,,,,,,2.6739896198380344,540.4177881881882
160,,,,,,,,2.676310129408904,543.7744416149483
161,,,,,,,,2.6786388645551873,547.1310950417084
162,,,,,,,,2.6809754250628846,550.4877484684685
163,,,,,,,,2.6833194141136785,553.8444018952285
164,,,,,,,,2.685670438274664,557.2010553219886
165,,,,,,,,2.688028107488084,560.5577087487487
166,,,,,,,,2.690392035061059,563.9143621755088
167,,,,,,,,2.6927618376553206,567.2710156022689
168,,,,,,,,2.6951371352769438,570.627669029029
169,,,,,,,,2.6975175512660807,573.9843224557891
170,,,,,,,,2.6999027122866903,577.3409758825492
171,,,,,,,,2.7022922483162737,580.6976293093093
172,,,,,,,,2.7046857926356065,584.0542827360694
173,,,,,,,,2.7070829818184694,587.4109361628294
174,,,,,,,,2.7094834557213807,590.7675895895895
175,,,,,,,,2.711886857473332,594.1242430163496
176,,,,,,,,2.7142928334655156,597.4808964431098
177,,,,,,,,2.716701033341063,600.8375498698699
178,,,,,,,,2.7191111099847705,604.19420329663
179,,,,,,,,2.7215227195128397,607.5508567233901
180,,,,,,,,2.7239355212626033,610.9075101501502
181,,,,,,,,2.72634917778226,614.2641635769103
182,,,,,,,,2.728763354820607,617.6208170036704
183,,,,,,,,2.7311777213167727,620.9774704304305
184,,,,,,,,2.7335919493899503,624.3341238571905
185,,,,,,,,2.736005714329125,627.6907772839506
186,,,,,,,,2.738418694582817,631.0474307107107
187,,,,,,,,2.7408305717488006,634.4040841374708
188,,,,,,,,2.743241030563849,637.7607375642309
189,,,,,,,,2.7456497588934576,641.117390990991
190,,,,,,,,2.748056447721582,644.4740444177511
191,,,,,,,,2.7504607911403687,647.8306978445112
192,,,,,,,,2.7528624863398874,651.1873512712713
193,,,,,,,,2.755261233597863,654.5440046980314
194,,,,,,,,2.7576567362694098,657.9006581247914
195,,,,,,,,2.7600487007767636,661.2573115515515
196,,,,,,,,2.762436836599012,664.6139649783116
197,,,,,,,,2.764820856261829,667.9706184050717
198,,,,,,,,2.767200475327207,671.3272718318318
199,,,,,,,,2.7695754123831904,674.6839252585919
200,,,,,,,,2.7719453890336054,678.040578685352
201,,,,,,,,2.7743101298877946,681.3972321121121
202,,,,,,,,2.77666936255035,684.7538855388722
203,,,,,,,,2.779022817610843,688.1105389656323
204,,,,,,,,2.781370228633558,691.4671923923923
205,,,,,,,,2.7837113321472278,694.8238458191524
206,,,,,,,,2.786045867634761,698.1804992459125
207,,,,,,,,2.788373577522977,701.5371526726726
208,,,,,,,,2.790694207172341,704.8938060994327
209,,,,,,,,2.7930075048666914,708.2504595261929
210,,,,,,,,2.7953132218029766,711.607112952953
211,,,,,,,,2.797611112080985,714.9637663797131
212,,,,,,,,2.7999009326930775,718.3204198064732
213,,,,,,,,2.802182443513922,721.6770732332333
214,,,,,,,,2.8044554072902255,725.0337266599934
215,,,,,,,,2.8067195896304633,728.3903800867535
216,,,,,,,,2.808974758994616,731.7470335135135
217,,,,,,,,2.8112206866838987,735.1036869402736
218,,,,,,,,2.813457146830496,738.4603403670337
219,,,,,,,,2.815683916387292,741.8169937937938
220,,,,,,,,2.817900775117604,745.1736472205539
221,,,,,,,,2.8201075055849167,748.530300647314
222,,,,,,,,2.8223038931426117,751.8869540740741
223,,,,,,,,2.8244897259237005,755.2436075008342
224,,,,,,,,2.82666479483056,758.6002609275943
225,,,,,,,,2.82882889352466,761.9569143543544
226,,,,,,,,2.8309818184163023,765.3135677811144
227,,,,,,,,2.8331233686543467,768.6702212078745
228,,,,,,,,2.8352533461159446,772.0268746346346
229,,,,,,,,2.8373715553962766,775.3835280613947
230,,,,,,,,2.839477803798281,778.7401814881548
231,,,,,,,,2.841571901322383,782.0968349149149
232,,,,,,,,2.843653660656236,785.453488341675
233,,,,,,,,2.845722897164446,788.8101417684351
234,,,,,,,,2.847779428878308,792.1667951951952
235,,,,,,,,2.8498230764855363,795.5234486219553
236,,,,,,,,2.851853663320001,798.8801020487153
237,,,,,,,,2.853871015351455,802.2367554754754
238,,,,,,,,2.8558749611752723,805.5934089022355
239,,,,,,,,2.857865332002174,808.9500623289956
240,,,,,,,,2.859841961647967,812.3067157557558
241,,,,,,,,2.8618046865232722,815.6633691825159
242,,,,,,,,2.863753345623259,819.020022609276
243,,,,,,,,2.865687780517379,822.3766760360361
244,,,,,,,,2.867607835339095,825.7333294627962
245,,,,,,,,2.869513356775615,829.0899828895563
246,,,,,,,,2.871404194057625,832.4466363163164
247,,,,,,,,2.873280198949024,835.8032897430764
248,,,,,,,,2.8751412257366535,839.1599431698365
249,,,,,,,,2.876987131220026,842.5165965965966
250,,,,,,,,2.8788177747010693,845.8732500233567
251,,,,,,,,2.880633017973844,849.2299034501168
252,,,,,,,,2.882432725314291,852.5865568768769
253,,,,,,,,2.8842167634699507,855.943210303637
254,,,,,,,,2.8859850016497055,859.2998637303971
255,,,,,,,,2.887737311513505,862.6565171571572
256,,,,,,,,2.8894735671621055,866.0131705839173
257,,,,,,,,2.8911936451267977,869.3698240106773
258,,,,,,,,2.8928974243591363,872.7264774374374
259,,,,,,,,2.894584786220682,876.0831308641975
260,,,,,,,,2.8962556144727243,879.4397842909576
261,,,,,,,,2.897909795266022,882.7964377177177
262,,,,,,,,2.899547217130527,886.1530911444778
263,,,,,,,,2.9011677709651256,889.5097445712379
264,,,,,,,,2.902771350027366,892.866397997998
265,,,,,,,,2.9043578499231915,896.2230514247581
266,,,,,,,,2.9059271685966728,899.5797048515182
267,,,,,,,,2.907479206319742,902.9363582782782
268,,,,,,,,2.9090138656819238,906.2930117050383
269,,,,,,,,2.9105310515800666,909.6496651317984
270,,,,,,,,2.912030671208078,913.0063185585585
271,,,,,,,,2.9135126340466595,916.3629719853186
272,,,,,,,,2.914976851853029,919.7196254120787
273,,,,,,,,2.916423238650663,923.0762788388389
274,,,,,,,,2.9178517107190274,926.432932265599
275,,,,,,,,2.9192621865833046,929.7895856923591
276,,,,,,,,2.9206545870041314,933.1462391191192
277,,,,,,,,2.9220288349673336,936.5028925458793
278,,,,,,,,2.923384855673649,939.8595459726394
279,,,,,,,,2.9247225765284703,943.2161993993994
280,,,,,,,,2.9260419271315685,946.5728528261595
281,,,,,,,,2.927342839266835,949.9295062529196
282,,,,,,,,2.928625246892005,953.2861596796797
283,,,,,,,,2.9298890861283957,956.6428131064398
284,,,,,,,,2.9311342952506356,959.9994665331999
285,,,,,,,,2.9323608146764037,963.35611995996
286,,,,,,,,2.9335685869561487,966.7127733867201
287,,,,,,,,2.9347575567628335,970.0694268134802
288,,,,,,,,2.935927670881666,973.4260802402403
289,,,,,,,,2.937078878199826,976.7827336670003
290,,,,,,,,2.9382111296962026,980.1393870937604
291,,,,,,,,2.939324378431123,983.4960405205205
292,,,,,,,,2.940418579536092,986.8526939472806
293,,,,,,,,2.941493690203512,990.2093473740407
294,,,,,,,,2.9425496696764317,993.5660008008008
295,,,,,,,,2.943586479238264,996.9226542275609
296,,,,,,,,2.9446040822025275,1000.279307654321
297,,,,,,,,2.9456024439025725,1003.6359610810811
298,,,,,,,,2.94658153168132,1006.9926145078412
299,,,,,,,,2.947541314880991,1010.3492679346012
300,,,,,,,,2.948481764832839,1013.7059213613613
301,,,,,,,,2.94940285484688,1017.0625747881214
302,,,,,,,,2.9503045602016327,1020.4192282148815
303,,,,,,,,2.9511868581338403,1023.7758816416416
304,,,,,,,,2.9520497278282143,1027.132535068402
305,,,,,,,,2.9528931504071556,1030.489188495162
306,,,,,,,,2.9537171089204963,1033.845841921922
307,,,,,,,,2.954521588335229,1037.202495348682
308,,,,,,,,2.9553065755252392,1040.5591487754423
309,,,,,,,,2.9560720592610306,1043.9158022022023
310,,,,,,,,2.956818030199474,1047.2724556289625
311,,,,,,,,2.9575444808735245,1050.6291090557224
312,,,,,,,,2.958251405681964,1053.9857624824826
313,,,,,,,,2.958938800879123,1057.3424159092426
314,,,,,,,,2.959606664564628,1060.6990693360028
315,,,,,,,,2.9602549966731164,1064.0557227627628
316,,,,,,,,2.9608837989639873,1067.412376189523
317,,,,,,,,2.961493075011116,1070.769029616283
318,,,,,,,,2.9620828301926023,1074.1256830430432
319,,,,,,,,2.9626530716804913,1077.4823364698032
320,,,,,,,,2.9632038084305155,1080.8389898965634
321,,,,,,,,2.9637350511718177,1084.1956433233236
322,,,,,,,,2.9642468123966905,1087.5522967500835
323,,,,,,,,2.964739106350306,1090.9089501768437
324,,,,,,,,2.965211949020448,1094.2656036036037
325,,,,,,,,2.9656653581272456,1097.622257030364
326,,,,,,,,2.96609935311291,1100.978910457124
327,,,,,,,,2.9665139551314526,1104.335563883884
328,,,,,,,,2.9669091870384356,1107.692217310644
329,,,,,,,,2.9672850733806944,1111.0488707374043
330,,,,,,,,2.9676416403860704,1114.4055241641643
331,,,,,,,,2.967978915953142,1117.7621775909245
332,,,,,,,,2.968296929640969,1121.1188310176844
333,,,,,,,,2.968595712658809,1124.4754844444446
334,,,,,,,,2.968875297855854,1127.8321378712046
335,,,,,,,,2.9691357197109753,1131.1887912979648
336,,,,,,,,2.9693770143224394,1134.5454447247248
337,,,,,,,,2.969599219397653,1137.902098151485
338,,,,,,,,2.969802374242884,1141.258751578245
339,,,,,,,,2.969986519753004,1144.6154050050052
340,,,,,,,,2.9701516984012177,1147.9720584317652
341,,,,,,,,2.970297954228791,1151.3287118585254
342,,,,,,,,2.9704253328347923,1154.6853652852853
343,,,,,,,,2.9705338813658155,1158.0420187120455
344,,,,,,,,2.970623648505719,1161.3986721388055
345,,,,,,,,2.9706946844653532,1164.7553255655657
346,,,,,,,,2.9707470409723027,1168.1119789923257
347,,,,,,,,2.9707807712606042,1171.468632419086
348,,,,,,,,2.9707959300604885,1174.8252858458459
349,,,,,,,,2.9707925735881155,1178.181939272606
350,,,,,,,,2.9707707595352963,1181.538592699366
351,,,,,,,,2.970730547059239,1184.8952461261263
352,,,,,,,,2.9706719967722623,1188.2518995528865
353,,,,,,,,2.970595170731554,1191.6085529796464
354,,,,,,,,2.970500132428884,1194.9652064064067
355,,,,,,,,2.9703869467803337,1198.3218598331666
356,,,,,,,,2.970255680116047,1201.6785132599268
357,,,,,,,,2.97010640016995,1205.0351666866868
358,,,,,,,,2.9699391760694795,1208.391820113447
359,,,,,,,,2.969754078325336,1211.748473540207
360,,,,,,,,2.969551178821184,1215.1051269669672
361,,,,,,,,2.9693305508034227,1218.4617803937272
362,,,,,,,,2.9690922688708787,1221.8184338204874
363,,,,,,,,2.968836408964576,1225.1750872472473
364,,,,,,,,2.9685630483574372,1228.5317406740076
365,,,,,,,,2.9682722656440386,1231.8883941007675
366,,,,,,,,2.9679641407303254,1235.2450475275277
367,,,,,,,,2.9676387548233625,1238.6017009542877
368,,,,,,,,2.967296190421048,1241.958354381048
369,,,,,,,,2.9669365313018594,1245.315007807808
370,,,,,,,,2.966559862514582,1248.671661234568
371,,,,,,,,2.9661662703680367,1252.028314661328
372,,,,,,,,2.965755842420819,1255.3849680880883
373,,,,,,,,2.965328667471029,1258.7416215148482
374,,,,,,,,2.9648848355460045,1262.0982749416085
375,,,,,,,,2.9644244378920557,1265.4549283683684
376,,,,,,,,2.9639475669641837,1268.8115817951286
377,,,,,,,,2.963454316415839,1272.1682352218886
378,,,,,,,,2.9629447810886256,1275.5248886486488
379,,,,,,,,2.962419057002062,1278.8815420754088
380,,,,,,,,2.961877241343282,1282.238195502169
381,,,,,,,,2.9613194324567975,1285.594848928929
382,,,,,,,,2.9607457298342106,1288.9515023556892
383,,,,,,,,2.960156234103956,1292.3081557824491
384,,,,,,,,2.9595510470210273,1295.6648092092094
385,,,,,,,,2.958930271456716,1299.0214626359696
386,,,,,,,,2.958294011388338,1302.3781160627295
387,,,,,,,,2.957642371888971,1305.7347694894897
388,,,,,,,,2.956975459117178,1309.0914229162497
389,,,,,,,,2.9562933803067644,1312.44807634301
390,,,,,,,,2.95559624375647,1315.80472976977
391,,,,,,,,2.9548841588197368,1319.16138319653
392,,,,,,,,2.9541572358944297,1322.51803662329
393,,,,,,,,2.953415586412558,1325.8746900500503
394,,,,,,,,2.9526593228300326,1329.2313434768103
395,,,,,,,,2.9518885586163703,1332.5879969035705
396,,,,,,,,2.951103408244447,1335.9446503303304
397,,,,,,,,2.9503039871802246,1339.3013037570906
398,,,,,,,,2.9494904118724765,1342.6579571838506
399,,,,,,,,2.948662799742526,1346.0146106106108
400,,,,,,,,2.947821269173984,1349.3712640373708
401,,,,,,,,2.9469659395024728,1352.727917464131
402,,,,,,,,2.946096931005358,1356.084570890891
403,,,,,,,,2.9452143648914886,1359.4412243176512
404,,,,,,,,2.9443183632909253,1362.7978777444112
405,,,,,,,,2.9434090492446714,1366.1545311711714
406,,,,,,,,2.9424865466944103,1369.5111845979313
407,,,,,,,,2.941550980472229,1372.8678380246915
408,,,,,,,,2.9406024762903646,1376.2244914514515
409,,,,,,,,2.939641160730919,1379.5811448782117
410,,,,,,,,2.938667161235614,1382.9377983049717
411,,,,,,,,2.937680606095494,1386.294451731732
412,,,,,,,,2.9366816244406886,1389.6511051584919
413,,,,,,,,2.9356703462301237,1393.007758585252
414,,,,,,,,2.934646902241271,1396.364412012012
415,,,,,,,,2.933611424059861,1399.7210654387723
416,,,,,,,,2.9325640440696352,1403.0777188655322
