,Unnamed: 0,LOCATION,TIME,USA_unemployment_rate,index,time_close,ETH_closing_price,yfit,xfit
968,,,,,,,,11.324648437892325,3255.950410437104
969,,,,,,,,11.222828803491144,3259.3070638638637
970,,,,,,,,11.114355442636157,3262.663717290624
971,,,,,,,,10.999056184338702,3266.020370717384
972,,,,,,,,10.876755856634123,3269.3770241441443
973,,,,,,,,10.74727624732434,3272.733677570904
974,,,,,,,,10.610436064352985,3276.0903309976643
975,,,,,,,,10.466050895765807,3279.4469844244245
976,,,,,,,,10.3139331692709,3282.8036378511847
977,,,,,,,,10.153892111387837,3286.1602912779445
978,,,,,,,,9.98573370619663,3289.5169447047047
979,,,,,,,,9.809260653682873,3292.873598131465
980,,,,,,,,9.624272327613586,3296.230251558225
981,,,,,,,,9.430564733071083,3299.586904984985
982,,,,,,,,9.227930463499366,3302.943558411745
983,,,,,,,,9.016158657346683,3306.300211838505
984,,,,,,,,8.795034954289736,3309.6568652652654
985,,,,,,,,8.564341451024962,3313.013518692025
986,,,,,,,,8.323856656586873,3316.3701721187854
987,,,,,,,,8.073355447262589,3319.7268255455456
988,,,,,,,,7.8126090210625305,3323.083478972306
989,,,,,,,,7.541384851732732,3326.4401323990655
990,,,,,,,,7.259446642326952,3329.7967858258257
991,,,,,,,,6.966554278276749,3333.153439252586
992,,,,,,,,6.662463780119583,3336.510092679346
993,,,,,,,,6.346927255623018,3339.8667461061063
994,,,,,,,,6.019692851563309,3343.223399532866
995,,,,,,,,5.680504704965574,3346.5800529596263
996,,,,,,,,5.329102893900131,3349.9367063863865
997,,,,,,,,4.965223387820447,3353.2933598131467
998,,,,,,,,4.588597997362672,3356.6500132399065
999,,,,,,,,4.198954323748626,3360.0066666666667
