,Unnamed: 0,LOCATION,TIME,USA_unemployment_rate,index,time_close,ETH_closing_price,yfit,xfit
68,,,,,,,,5.042204447684673,234.96232635301968
69,,,,,,,,5.042204669555301,238.3189797797798
70,,,,,,,,5.042204913305655,241.67563320653989
71,,,,,,,,5.0422051807251025,245.03228663329998
72,,,,,,,,5.042205473719479,248.38894006006007
73,,,,,,,,5.042205794316706,251.74559348682016
74,,,,,,,,5.042206144672583,255.10224691358025
75,,,,,,,,5.042206527076757,258.45890034034034
76,,,,,,,,5.0422069439588535,261.8155537671005
77,,,,,,,,5.042207397894798,265.1722071938606
78,,,,,,,,5.042207891613313,268.52886062062066
79,,,,,,,,5.042208428002582,271.88551404738075
80,,,,,,,,5.042209010117108,275.24216747414084
81,,,,,,,,5.042209641184747,278.59882090090093
82,,,,,,,,5.042210324613922,281.955474327661
83,,,,,,,,5.042211064001026,285.3121277544211
84,,,,,,,,5.042211863138001,288.6687811811812
85,,,,,,,,5.04221272602011,292.0254346079413
86,,,,,,,,5.042213656853886,295.3820880347014
87,,,,,,,,5.0422146600652775,298.7387414614615
88,,,,,,,,5.042215740307969,302.0953948882216
89,,,,,,,,5.042216902471896,305.4520483149817
90,,,,,,,,5.0422181516919435,308.8087017417418
91,,,,,,,,5.042219493356833,312.1653551685019
92,,,,,,,,5.042220933118199,315.522008595262
93,,,,,,,,5.042222476899846,318.87866202202207
94,,,,,,,,5.042224130907199,322.23531544878216
95,,,,,,,,5.04222590163694,325.59196887554225
96,,,,,,,,5.042227795886828,328.94862230230234
97,,,,,,,,5.042229820765708,332.30527572906243
98,,,,,,,,5.042231983703702,335.6619291558225
99,,,,,,,,5.042234292462592,339.0185825825826
100,,,,,,,,5.042236755146378,342.3752360093427
101,,,,,,,,5.042239380212029,345.7318894361028
102,,,,,,,,5.042242176480406,349.0885428628629
103,,,,,,,,5.042245153147378,352.44519628962297
104,,,,,,,,5.042248319795104,355.80184971638306
105,,,,,,,,5.042251686403513,359.1585031431432
106,,,,,,,,5.04225526336194,362.5151565699033
107,,,,,,,,5.042259061480957,365.8718099966634
108,,,,,,,,5.042263092004364,369.2284634234235
109,,,,,,,,5.042267366621368,372.58511685018357
110,,,,,,,,5.042271897478913,375.94177027694366
111,,,,,,,,5.042276697194201,379.29842370370375
112,,,,,,,,5.042281778867365,382.65507713046384
113,,,,,,,,5.042287156094315,386.0117305572239
114,,,,,,,,5.042292842979739,389.368383983984
115,,,,,,,,5.0422988541502765,392.7250374107441
116,,,,,,,,5.042305204767838,396.0816908375042
117,,,,,,,,5.042311910543089,399.4383442642643
118,,,,,,,,5.042318987749082,402.7949976910244
119,,,,,,,,5.042326453235043,406.15165111778447
120,,,,,,,,5.0423343244403,409.5083045445446
121,,,,,,,,5.04234261940836,412.8649579713047
122,,,,,,,,5.042351356801129,416.2216113980648
123,,,,,,,,5.042360555913268,419.5782648248249
124,,,,,,,,5.042370236686678,422.934918251585
125,,,,,,,,5.042380419725135,426.29157167834506
126,,,,,,,,5.042391126309029,429.64822510510515
127,,,,,,,,5.04240237841025,433.00487853186524
128,,,,,,,,5.042414198707178,436.36153195862533
129,,,,,,,,5.042426610599805,439.7181853853854
130,,,,,,,,5.042439638224957,443.0748388121455
131,,,,,,,,5.042453306471637,446.4314922389056
132,,,,,,,,5.042467640996465,449.7881456656657
133,,,,,,,,5.0424826682392245,453.1447990924258
134,,,,,,,,5.042498415438506,456.5014525191859
135,,,,,,,,5.042514910647438,459.85810594594597
136,,,,,,,,5.0425321827495155,463.21475937270606
137,,,,,,,,5.042550261474504,466.5714127994662
138,,,,,,,,5.042569177414422,469.9280662262263
139,,,,,,,,5.042588962039614,473.2847196529864
140,,,,,,,,5.042609647714865,476.6413730797465
141,,,,,,,,5.0426312677156115,479.99802650650656
142,,,,,,,,5.042653856244184,483.35467993326665
143,,,,,,,,5.042677448446124,486.71133336002674
144,,,,,,,,5.042702080426542,490.06798678678683
145,,,,,,,,5.04272778926652,493.4246402135469
146,,,,,,,,5.042754613039554,496.781293640307
147,,,,,,,,5.042782590828032,500.1379470670671
148,,,,,,,,5.042811762739735,503.4946004938272
149,,,,,,,,5.042842169924368,506.8512539205873
150,,,,,,,,5.042873854590099,510.2079073473474
151,,,,,,,,5.042906860020114,513.5645607741075
152,,,,,,,,5.042941230589177,516.9212142008676
153,,,,,,,,5.04297701178019,520.2778676276276
154,,,,,,,,5.04301425020074,523.6345210543877
155,,,,,,,,5.043052993599641,526.9911744811478
156,,,,,,,,5.043093290883455,530.3478279079079
157,,,,,,,,5.043135192132985,533.704481334668
158,,,,,,,,5.043178748619733,537.0611347614281
159,,,,,,,,5.043224012822332,540.4177881881882
160,,,,,,,,5.043271038442927,543.7744416149483
161,,,,,,,,5.043319880423497,547.1310950417084
162,,,,,,,,5.043370594962134,550.4877484684685
163,,,,,,,,5.0434232395292495,553.8444018952285
164,,,,,,,,5.043477872883712,557.2010553219886
165,,,,,,,,5.043534555088907,560.5577087487487
166,,,,,,,,5.043593347528711,563.9143621755088
167,,,,,,,,5.0436543129233815,567.2710156022689
168,,,,,,,,5.043717515345335,570.627669029029
169,,,,,,,,5.043783020234838,573.9843224557891
170,,,,,,,,5.0438508944155656,577.3409758825492
171,,,,,,,,5.043921206110061,580.6976293093093
172,,,,,,,,5.043994024955052,584.0542827360694
173,,,,,,,,5.044069422016645,587.4109361628294
174,,,,,,,,5.04414746980537,590.7675895895895
175,,,,,,,,5.044228242291085,594.1242430163496
176,,,,,,,,5.044311814917719,597.4808964431098
177,,,,,,,,5.044398264617854,600.8375498698699
178,,,,,,,,5.044487669827138,604.19420329663
179,,,,,,,,5.0445801104985195,607.5508567233901
180,,,,,,,,5.044675668116294,610.9075101501502
181,,,,,,,,5.04477442570996,614.2641635769103
182,,,,,,,,5.044876467867879,617.6208170036704
183,,,,,,,,5.0449818807507185,620.9774704304305
184,,,,,,,,5.0450907521046835,624.3341238571905
185,,,,,,,,5.045203171274528,627.6907772839506
186,,,,,,,,5.04531922921633,631.0474307107107
187,,,,,,,,5.045439018510031,634.4040841374708
188,,,,,,,,5.04556263337173,637.7607375642309
189,,,,,,,,5.045690169665717,641.117390990991
190,,,,,,,,5.045821724916253,644.4740444177511
191,,,,,,,,5.045957398319075,647.8306978445112
192,,,,,,,,5.046097290752623,651.1873512712713
193,,,,,,,,5.046241504788984,654.5440046980314
194,,,,,,,,5.046390144704541,657.9006581247914
195,,,,,,,,5.0465433164903235,661.2573115515515
196,,,,,,,,5.046701127862042,664.6139649783116
197,,,,,,,,5.0468636882698155,667.9706184050717
198,,,,,,,,5.047031108907565,671.3272718318318
199,,,,,,,,5.047203502722083,674.6839252585919
200,,,,,,,,5.047380984421751,678.040578685352
201,,,,,,,,5.047563670484922,681.3972321121121
202,,,,,,,,5.047751679167938,684.7538855388722
203,,,,,,,,5.04794513051278,688.1105389656323
204,,,,,,,,5.048144146354361,691.4671923923923
205,,,,,,,,5.0483488503274225,694.8238458191524
206,,,,,,,,5.048559367873052,698.1804992459125
207,,,,,,,,5.048775826244803,701.5371526726726
208,,,,,,,,5.0489983545144135,704.8938060994327
209,,,,,,,,5.04922708357711,708.2504595261929
210,,,,,,,,5.049462146156492,711.607112952953
211,,,,,,,,5.049703676808999,714.9637663797131
212,,,,,,,,5.049951811927931,718.3204198064732
213,,,,,,,,5.050206689747032,721.6770732332333
214,,,,,,,,5.050468450343625,725.0337266599934
215,,,,,,,,5.050737235641292,728.3903800867535
216,,,,,,,,5.051013189412081,731.7470335135135
217,,,,,,,,5.051296457278244,735.1036869402736
218,,,,,,,,5.051587186713503,738.4603403670337
219,,,,,,,,5.051885527043815,741.8169937937938
220,,,,,,,,5.052191629447651,745.1736472205539
221,,,,,,,,5.052505646955768,748.530300647314
222,,,,,,,,5.052827734450476,751.8869540740741
223,,,,,,,,5.053158048664384,755.2436075008342
224,,,,,,,,5.053496748178621,758.6002609275943
225,,,,,,,,5.053843993420529,761.9569143543544
226,,,,,,,,5.054199946660813,765.3135677811144
227,,,,,,,,5.054564772010152,768.6702212078745
228,,,,,,,,5.054938635415247,772.0268746346346
229,,,,,,,,5.055321704654316,775.3835280613947
230,,,,,,,,5.055714149332027,778.7401814881548
231,,,,,,,,5.056116140873838,782.0968349149149
232,,,,,,,,5.056527852519784,785.453488341675
233,,,,,,,,5.056949459317652,788.8101417684351
234,,,,,,,,5.057381138115577,792.1667951951952
235,,,,,,,,5.057823067554034,795.5234486219553
236,,,,,,,,5.058275428057219,798.8801020487153
237,,,,,,,,5.05873840182382,802.2367554754754
238,,,,,,,,5.059212172817173,805.5934089022355
239,,,,,,,,5.059696926754778,808.9500623289956
240,,,,,,,,5.060192851097202,812.3067157557558
241,,,,,,,,5.060700135036328,815.6633691825159
242,,,,,,,,5.061218969482964,819.020022609276
243,,,,,,,,5.061749547053808,822.3766760360361
244,,,,,,,,5.06229206205775,825.7333294627962
245,,,,,,,,5.062846710481511,829.0899828895563
246,,,,,,,,5.0634136899746265,832.4466363163164
247,,,,,,,,5.063993199833739,835.8032897430764
248,,,,,,,,5.06458544098623,839.1599431698365
249,,,,,,,,5.065190615973154,842.5165965965966
250,,,,,,,,5.065808928931497,845.8732500233567
251,,,,,,,,5.066440585575725,849.2299034501168
252,,,,,,,,5.067085793178651,852.5865568768769
253,,,,,,,,5.067744760551584,855.943210303637
254,,,,,,,,5.068417698023777,859.2998637303971
255,,,,,,,,5.069104817421159,862.6565171571572
256,,,,,,,,5.06980633204435,866.0131705839173
257,,,,,,,,5.070522456645953,869.3698240106773
258,,,,,,,,5.071253407407119,872.7264774374374
259,,,,,,,,5.071999401913384,876.0831308641975
260,,,,,,,,5.072760659129768,879.4397842909576
261,,,,,,,,5.073537399375136,882.7964377177177
262,,,,,,,,5.074329844295814,886.1530911444778
263,,,,,,,,5.075138216838468,889.5097445712379
264,,,,,,,,5.075962741222222,892.866397997998
265,,,,,,,,5.076803642910026,896.2230514247581
266,,,,,,,,5.077661148579274,899.5797048515182
267,,,,,,,,5.078535486091655,902.9363582782782
268,,,,,,,,5.079426884462244,906.2930117050383
269,,,,,,,,5.080335573827825,909.6496651317984
270,,,,,,,,5.081261785414455,913.0063185585585
271,,,,,,,,5.082205751504246,916.3629719853186
272,,,,,,,,5.08316770540138,919.7196254120787
273,,,,,,,,5.08414788139735,923.0762788388389
274,,,,,,,,5.085146514735419,926.432932265599
275,,,,,,,,5.086163841574303,929.7895856923591
276,,,,,,,,5.087200098951073,933.1462391191192
277,,,,,,,,5.088255524743277,936.5028925458793
278,,,,,,,,5.089330357630266,939.8595459726394
279,,,,,,,,5.090424837053755,943.2161993993994
280,,,,,,,,5.091539203177577,946.5728528261595
281,,,,,,,,5.0926736968466635,949.9295062529196
282,,,,,,,,5.09382855954523,953.2861596796797
283,,,,,,,,5.095004033354175,956.6428131064398
284,,,,,,,,5.096200360907691,959.9994665331999
285,,,,,,,,5.097417785349084,963.35611995996
286,,,,,,,,5.0986565502858,966.7127733867201
287,,,,,,,,5.099916899743674,970.0694268134802
288,,,,,,,,5.1011990781203735,973.4260802402403
289,,,,,,,,5.102503330138066,976.7827336670003
290,,,,,,,,5.103829900795292,980.1393870937604
291,,,,,,,,5.105179035318052,983.4960405205205
292,,,,,,,,5.106550979110111,986.8526939472806
293,,,,,,,,5.107945977702507,990.2093473740407
294,,,,,,,,5.109364276702291,993.5660008008008
295,,,,,,,,5.110806121740469,996.9226542275609
296,,,,,,,,5.112271758419178,1000.279307654321
297,,,,,,,,5.11376143225807,1003.6359610810811
298,,,,,,,,5.1152753886399305,1006.9926145078412
299,,,,,,,,5.116813872755517,1010.3492679346012
300,,,,,,,,5.118377129547628,1013.7059213613613
301,,,,,,,,5.119965403654399,1017.0625747881214
302,,,,,,,,5.121578939351841,1020.4192282148815
303,,,,,,,,5.1232179804956095,1023.7758816416416
304,,,,,,,,5.124882770462012,1027.132535068402
305,,,,,,,,5.126573552088271,1030.489188495162
306,,,,,,,,5.128290567612019,1033.845841921922
307,,,,,,,,5.130034058610061,1037.202495348682
308,,,,,,,,5.131804265936381,1040.5591487754423
309,,,,,,,,5.133601429659414,1043.9158022022023
310,,,,,,,,5.135425788998585,1047.2724556289625
311,,,,,,,,5.13727758226011,1050.6291090557224
312,,,,,,,,5.139157046772086,1053.9857624824826
313,,,,,,,,5.141064418818838,1057.3424159092426
314,,,,,,,,5.142999933574582,1060.6990693360028
315,,,,,,,,5.144963825036348,1064.0557227627628
316,,,,,,,,5.146956325956224,1067.412376189523
317,,,,,,,,5.148977667772888,1070.769029616283
318,,,,,,,,5.151028080542458,1074.1256830430432
319,,,,,,,,5.153107792868655,1077.4823364698032
320,,,,,,,,5.155217031832285,1080.8389898965634
321,,,,,,,,5.15735602292006,1084.1956433233236
322,,,,,,,,5.159524989952745,1087.5522967500835
323,,,,,,,,5.161724155012661,1090.9089501768437
324,,,,,,,,5.163953738370526,1094.2656036036037
325,,,,,,,,5.166213958411669,1097.622257030364
326,,,,,,,,5.168505031561608,1100.978910457124
327,,,,,,,,5.170827172210999,1104.335563883884
328,,,,,,,,5.1731805926399765,1107.692217310644
329,,,,,,,,5.175565502941886,1111.0488707374043
330,,,,,,,,5.177982110946418,1114.4055241641643
331,,,,,,,,5.180430622142157,1117.7621775909245
332,,,,,,,,5.182911239598546,1121.1188310176844
333,,,,,,,,5.185424163887295,1124.4754844444446
334,,,,,,,,5.187969593003214,1127.8321378712046
335,,,,,,,,5.190547722284511,1131.1887912979648
336,,,,,,,,5.193158744332548,1134.5454447247248
337,,,,,,,,5.195802848931066,1137.902098151485
338,,,,,,,,5.198480222964901,1141.258751578245
339,,,,,,,,5.201191050338186,1144.6154050050052
340,,,,,,,,5.203935511892069,1147.9720584317652
341,,,,,,,,5.2067137853219405,1151.3287118585254
342,,,,,,,,5.209526045094197,1154.6853652852853
343,,,,,,,,5.212372462362541,1158.0420187120455
344,,,,,,,,5.2152532048838385,1161.3986721388055
345,,,,,,,,5.218168436933545,1164.7553255655657
346,,,,,,,,5.221118319220706,1168.1119789923257
347,,,,,,,,5.224103008802554,1171.468632419086
348,,,,,,,,5.227122658998712,1174.8252858458459
349,,,,,,,,5.230177419305016,1178.181939272606
350,,,,,,,,5.233267435306966,1181.538592699366
351,,,,,,,,5.236392848592834,1184.8952461261263
352,,,,,,,,5.2395537966664225,1188.2518995528865
353,,,,,,,,5.242750412859514,1191.6085529796464
354,,,,,,,,5.245982826243992,1194.9652064064067
355,,,,,,,,5.249251161543686,1198.3218598331666
356,,,,,,,,5.252555539045931,1201.6785132599268
357,,,,,,,,5.255896074512856,1205.0351666866868
358,,,,,,,,5.259272879092441,1208.391820113447
359,,,,,,,,5.262686059229324,1211.748473540207
360,,,,,,,,5.26613571657541,1215.1051269669672
361,,,,,,,,5.26962194790027,1218.4617803937272
362,,,,,,,,5.273144845001359,1221.8184338204874
363,,,,,,,,5.276704494614073,1225.1750872472473
364,,,,,,,,5.280300978321652,1228.5317406740076
365,,,,,,,,5.283934372464958,1231.8883941007675
366,,,,,,,,5.287604748052136,1235.2450475275277
367,,,,,,,,5.291312170668178,1238.6017009542877
368,,,,,,,,5.295056700384416,1241.958354381048
369,,,,,,,,5.298838391667951,1245.315007807808
370,,,,,,,,5.302657293291043,1248.671661234568
371,,,,,,,,5.306513448240475,1252.028314661328
372,,,,,,,,5.310406893626926,1255.3849680880883
373,,,,,,,,5.314337660594349,1258.7416215148482
374,,,,,,,,5.318305774229392,1262.0982749416085
375,,,,,,,,5.32231125347087,1265.4549283683684
376,,,,,,,,5.326354111019316,1268.8115817951286
377,,,,,,,,5.330434353246631,1272.1682352218886
378,,,,,,,,5.334551980105846,1275.5248886486488
379,,,,,,,,5.338706985041016,1278.8815420754088
380,,,,,,,,5.342899354897293,1282.238195502169
381,,,,,,,,5.347129069831148,1285.594848928929
382,,,,,,,,5.351396103220819,1288.9515023556892
383,,,,,,,,5.355700421576967,1292.3081557824491
384,,,,,,,,5.360041984453582,1295.6648092092094
385,,,,,,,,5.364420744359153,1299.0214626359696
386,,,,,,,,5.368836646668126,1302.3781160627295
387,,,,,,,,5.373289629532671,1305.7347694894897
388,,,,,,,,5.37777962379478,1309.0914229162497
389,,,,,,,,5.382306552898734,1312.44807634301
390,,,,,,,,5.38687033280393,1315.80472976977
391,,,,,,,,5.391470871898125,1319.16138319653
392,,,,,,,,5.396108070911097,1322.51803662329
393,,,,,,,,5.400781822828762,1325.8746900500503
394,,,,,,,,5.405492012807757,1329.2313434768103
395,,,,,,,,5.410238518090529,1332.5879969035705
396,,,,,,,,5.41502120792094,1335.9446503303304
397,,,,,,,,5.419839943460419,1339.3013037570906
398,,,,,,,,5.424694577704686,1342.6579571838506
399,,,,,,,,5.429584955401073,1346.0146106106108
400,,,,,,,,5.4345109129664655,1349.3712640373708
401,,,,,,,,5.439472278405888,1352.727917464131
402,,,,,,,,5.444468871231761,1356.084570890891
403,,,,,,,,5.449500502383864,1359.4412243176512
404,,,,,,,,5.454566974150013,1362.7978777444112
405,,,,,,,,5.459668080087485,1366.1545311711714
406,,,,,,,,5.464803604945231,1369.5111845979313
407,,,,,,,,5.4699733245868805,1372.8678380246915
408,,,,,,,,5.475177005914574,1376.2244914514515
409,,,,,,,,5.480414406793666,1379.5811448782117
410,,,,,,,,5.485685275978282,1382.9377983049717
411,,,,,,,,5.490989353037818,1386.294451731732
412,,,,,,,,5.496326368284354,1389.6511051584919
413,,,,,,,,5.501696042701036,1393.007758585252
414,,,,,,,,5.507098087871464,1396.364412012012
415,,,,,,,,5.512532205910076,1399.7210654387723
416,,,,,,,,5.5179980893936,1403.0777188655322
417,,,,,,,,5.52349542129357,1406.4343722922924
418,,,,,,,,5.529023874909952,1409.7910257190526
419,,,,,,,,5.534583113805904,1413.1476791458126
420,,,,,,,,5.540172791743681,1416.5043325725728
421,,,,,,,,5.545792552621756,1419.8609859993328
422,,,,,,,,5.551442030413136,1423.217639426093
423,,,,,,,,5.557120849104932,1426.574292852853
424,,,,,,,,5.562828622639223,1429.9309462796132
425,,,,,,,,5.568564954855188,1433.2875997063732
