,Unnamed: 0,LOCATION,TIME,Turkey_unemployment_rate,index,time_close,ETH_closing_price,yfit,xfit
968,,,,,,,,10.600306089911971,3255.950410437104
969,,,,,,,,10.627756348705322,3259.3070638638637
970,,,,,,,,10.6557585215178,3262.663717290624
971,,,,,,,,10.68431705638638,3266.020370717384
972,,,,,,,,10.713436419952036,3269.3770241441443
973,,,,,,,,10.74312109749339,3272.733677570904
974,,,,,,,,10.773375592960196,3276.0903309976643
975,,,,,,,,10.804204429007616,3279.4469844244245
976,,,,,,,,10.835612147029185,3282.8036378511847
977,,,,,,,,10.867603307190809,3286.1602912779445
978,,,,,,,,10.900182488464129,3289.5169447047047
979,,,,,,,,10.933354288660116,3292.873598131465
980,,,,,,,,10.967123324463348,3296.230251558225
981,,,,,,,,11.001494231464807,3299.586904984985
982,,,,,,,,11.036471664195819,3302.943558411745
983,,,,,,,,11.072060296162096,3306.300211838505
984,,,,,,,,11.108264819876656,3309.6568652652654
985,,,,,,,,11.145089946893979,3313.013518692025
986,,,,,,,,11.18254040784321,3316.3701721187854
987,,,,,,,,11.220620952462316,3319.7268255455456
988,,,,,,,,11.2593363496314,3323.083478972306
989,,,,,,,,11.298691387406127,3326.4401323990655
990,,,,,,,,11.33869087305182,3329.7967858258257
991,,,,,,,,11.379339633076786,3333.153439252586
992,,,,,,,,11.420642513266063,3336.510092679346
993,,,,,,,,11.462604378714804,3339.8667461061063
994,,,,,,,,11.505230113862542,3343.223399532866
995,,,,,,,,11.548524622525935,3346.5800529596263
996,,,,,,,,11.592492827933103,3349.9367063863865
997,,,,,,,,11.637139672756877,3353.2933598131467
998,,,,,,,,11.682470119148736,3356.6500132399065
999,,,,,,,,11.728489148772116,3360.0066666666667
