,Unnamed: 0,LOCATION,TIME,Germany_inflation_rate,index,time_close,ETH_closing_price,yfit,xfit
25,25.0,DEU,2018-11-01,2.056807,25.0,2018-11-30 00:00:00+00:00,122.71999999999998,,
26,26.0,DEU,2018-12-01,1.559454,26.0,2018-12-31 00:00:00+00:00,87.06,,
27,27.0,DEU,2019-01-01,1.372549,27.0,2019-01-31 00:00:00+00:00,98.96333333333332,,
28,28.0,DEU,2019-02-01,1.466276,28.0,2019-02-28 00:00:00+00:00,94.64333333333332,,
29,29.0,DEU,2019-03-01,1.263363,29.0,2019-03-31 00:00:00+00:00,106.64666666666666,,
30,30.0,DEU,2019-04-01,2.036857,30.0,2019-04-30 00:00:00+00:00,130.43666666666667,,
31,31.0,DEU,2019-05-01,1.443696,31.0,2019-05-31 00:00:00+00:00,176.73,,
32,32.0,DEU,2019-06-01,1.634615,32.0,2019-06-30 00:00:00+00:00,215.48333333333332,,
33,33.0,DEU,2019-07-01,1.7241380000000002,33.0,2019-07-31 00:00:00+00:00,194.21666666666667,,
34,34.0,DEU,2019-08-01,1.435407,34.0,2019-08-31 00:00:00+00:00,164.23333333333338,,
35,35.0,DEU,2019-09-01,1.241643,35.0,2019-09-30 00:00:00+00:00,143.96666666666667,,
36,36.0,DEU,2019-10-01,1.1439469999999998,36.0,2019-10-31 00:00:00+00:00,142.31,,
37,37.0,DEU,2019-11-01,1.055662,37.0,2019-11-30 00:00:00+00:00,132.51000000000002,,
38,38.0,DEU,2019-12-01,1.535509,38.0,2019-12-31 00:00:00+00:00,105.66666666666669,,
39,39.0,DEU,2020-01-01,1.7408119999999998,39.0,2020-01-31 00:00:00+00:00,112.54666666666668,,
40,40.0,DEU,2020-02-01,1.734104,40.0,2020-02-29 00:00:00+00:00,184.6433333333333,,
41,41.0,DEU,2020-03-01,1.439539,41.0,2020-03-31 00:00:00+00:00,134.61666666666667,,
42,42.0,DEU,2020-04-01,0.8555133,42.0,2020-04-30 00:00:00+00:00,130.20000000000002,,
43,43.0,DEU,2020-05-01,0.5692599,43.0,2020-05-31 00:00:00+00:00,165.96,,
44,44.0,DEU,2020-06-01,0.8514664000000001,44.0,2020-06-30 00:00:00+00:00,188.9633333333333,,
45,45.0,DEU,2020-07-01,-0.09416196,45.0,2020-07-31 00:00:00+00:00,208.805,,
46,46.0,DEU,2020-08-01,0.0,46.0,2020-08-31 00:00:00+00:00,313.6033333333333,,
47,47.0,DEU,2020-09-01,-0.1886792,47.0,2020-09-30 00:00:00+00:00,283.5833333333333,,
48,48.0,DEU,2020-10-01,-0.1885014,48.0,2020-10-31 00:00:00+00:00,291.2966666666667,,
49,49.0,DEU,2020-11-01,-0.2849003,49.0,2020-11-30 00:00:00+00:00,370.77333333333337,,
50,50.0,DEU,2020-12-01,-0.2835539,50.0,2020-12-31 00:00:00+00:00,481.10666666666674,,
51,51.0,DEU,2021-01-01,1.045627,51.0,2021-01-31 00:00:00+00:00,908.4066666666665,,
52,52.0,DEU,2021-02-01,1.325758,52.0,2021-02-28 00:00:00+00:00,1186.0933333333335,,
53,53.0,DEU,2021-03-01,1.7029330000000005,53.0,2021-03-31 00:00:00+00:00,1279.45,,
54,54.0,DEU,2021-04-01,1.979265,54.0,2021-04-30 00:00:00+00:00,1684.03,,
55,55.0,DEU,2021-05-01,2.54717,55.0,2021-05-31 00:00:00+00:00,2251.036666666667,,
56,56.0,DEU,2021-06-01,2.345216,56.0,2021-06-30 00:00:00+00:00,1643.5866666666668,,
57,57.0,DEU,2021-07-01,3.770028,57.0,2021-07-31 00:00:00+00:00,1519.46,,
58,58.0,DEU,2021-08-01,3.867924,58.0,2021-08-31 00:00:00+00:00,2253.7966666666666,,
59,59.0,DEU,2021-09-01,4.064272,59.0,2021-09-30 00:00:00+00:00,2480.56,,
60,60.0,DEU,2021-10-01,4.532578,60.0,2021-10-31 00:00:00+00:00,2729.0533333333333,,
61,61.0,DEU,2021-11-01,5.238095,61.0,2021-11-30 00:00:00+00:00,3360.0066666666667,,
0,,,,,,,,1.5080965266003288,6.7098933333333335
1,,,,,,,,1.5026863781399442,10.066546760093427
2,,,,,,,,1.4973161703919855,13.42320018685352
3,,,,,,,,1.4919858379222501,16.779853613613614
4,,,,,,,,1.486695315296535,20.136507040373708
5,,,,,,,,1.4814445370806373,23.4931604671338
6,,,,,,,,1.476233437840354,26.849813893893895
7,,,,,,,,1.4710619521414827,30.20646732065399
8,,,,,,,,1.4659300145498202,33.56312074741408
9,,,,,,,,1.4608375596311636,36.91977417417418
10,,,,,,,,1.4557845219513101,40.27642760093427
11,,,,,,,,1.4507708360760572,43.63308102769437
12,,,,,,,,1.4457964365712013,46.98973445445446
13,,,,,,,,1.4408612580025402,50.34638788121455
14,,,,,,,,1.4359652349358705,53.703041307974644
15,,,,,,,,1.4311083019369897,57.05969473473474
16,,,,,,,,1.426290393571695,60.41634816149483
17,,,,,,,,1.4215114444057833,63.77300158825492
18,,,,,,,,1.4167713890050517,67.12965501501502
19,,,,,,,,1.4120701619352976,70.48630844177512
20,,,,,,,,1.4074076977623178,73.84296186853521
21,,,,,,,,1.4027839310519097,77.1996152952953
22,,,,,,,,1.3981987963698703,80.55626872205539
23,,,,,,,,1.3936522282819968,83.91292214881548
24,,,,,,,,1.3891441613540862,87.26957557557557
25,,,,,,,,1.384674530151936,90.62622900233566
26,,,,,,,,1.380243269241343,93.98288242909575
27,,,,,,,,1.3758503131881044,97.33953585585587
28,,,,,,,,1.3714955965580173,100.69618928261596
29,,,,,,,,1.367179053916879,104.05284270937605
30,,,,,,,,1.3629006198304865,107.40949613613614
31,,,,,,,,1.358660228864637,110.76614956289623
32,,,,,,,,1.3544578155851275,114.12280298965632
33,,,,,,,,1.3502933145577554,117.47945641641641
34,,,,,,,,1.3461666603483176,120.8361098431765
35,,,,,,,,1.342077787522611,124.19276326993662
36,,,,,,,,1.3380266306464335,127.54941669669671
37,,,,,,,,1.3340131242855815,130.9060701234568
38,,,,,,,,1.3300372030058525,134.2627235502169
39,,,,,,,,1.3260988013730437,137.61937697697698
40,,,,,,,,1.3221978539529518,140.97603040373707
41,,,,,,,,1.3183342953113744,144.33268383049716
42,,,,,,,,1.3145080600141084,147.68933725725725
43,,,,,,,,1.310719082626951,151.04599068401734
44,,,,,,,,1.3069672977156992,154.40264411077746
45,,,,,,,,1.3032526398461504,157.75929753753755
46,,,,,,,,1.2995750435841016,161.11595096429764
47,,,,,,,,1.29593444349535,164.47260439105773
48,,,,,,,,1.2923307741456924,167.82925781781782
49,,,,,,,,1.2887639701009264,171.1859112445779
50,,,,,,,,1.2852339659268488,174.542564671338
51,,,,,,,,1.281740696189257,177.8992180980981
52,,,,,,,,1.2782840954539478,181.25587152485818
53,,,,,,,,1.2748640982867188,184.6125249516183
54,,,,,,,,1.2714806392533666,187.9691783783784
55,,,,,,,,1.2681336529196887,191.32583180513848
56,,,,,,,,1.2648230738514823,194.68248523189857
57,,,,,,,,1.2615488366145442,198.03913865865866
58,,,,,,,,1.258310875774672,201.39579208541875
59,,,,,,,,1.2551091258976623,204.75244551217884
60,,,,,,,,1.2519435215493124,208.10909893893896
61,,,,,,,,1.2488139972954198,211.46575236569905
62,,,,,,,,1.2457204877017811,214.82240579245914
63,,,,,,,,1.242662927334194,218.17905921921923
64,,,,,,,,1.239641250758455,221.53571264597932
65,,,,,,,,1.2366553925403618,224.8923660727394
66,,,,,,,,1.233705287245711,228.2490194994995
67,,,,,,,,1.2307908694403005,231.6056729262596
68,,,,,,,,1.2279120736899265,234.96232635301968
69,,,,,,,,1.2250688345603868,238.3189797797798
70,,,,,,,,1.2222610866174783,241.67563320653989
71,,,,,,,,1.2194887644269983,245.03228663329998
72,,,,,,,,1.2167518025547437,248.38894006006007
73,,,,,,,,1.2140501355665116,251.74559348682016
74,,,,,,,,1.2113836980280994,255.10224691358025
75,,,,,,,,1.2087524245053043,258.45890034034034
76,,,,,,,,1.2061562495639229,261.8155537671005
77,,,,,,,,1.2035951077697529,265.1722071938606
78,,,,,,,,1.2010689336885911,268.52886062062066
79,,,,,,,,1.198577661886235,271.88551404738075
80,,,,,,,,1.1961212269284813,275.24216747414084
81,,,,,,,,1.1936995633811274,278.59882090090093
82,,,,,,,,1.1913126058099701,281.955474327661
83,,,,,,,,1.188960288780807,285.3121277544211
84,,,,,,,,1.186642546859435,288.6687811811812
85,,,,,,,,1.1843593146116516,292.0254346079413
86,,,,,,,,1.1821105266032532,295.3820880347014
87,,,,,,,,1.1798961174000373,298.7387414614615
88,,,,,,,,1.177716021567801,302.0953948882216
89,,,,,,,,1.1755701736723418,305.4520483149817
90,,,,,,,,1.1734585082794564,308.8087017417418
91,,,,,,,,1.1713809599549423,312.1653551685019
92,,,,,,,,1.169337463264596,315.522008595262
93,,,,,,,,1.1673279527742153,318.87866202202207
94,,,,,,,,1.1653523630495972,322.23531544878216
95,,,,,,,,1.1634106286565387,325.59196887554225
96,,,,,,,,1.1615026841608367,328.94862230230234
97,,,,,,,,1.1596284641282888,332.30527572906243
98,,,,,,,,1.1577879031246918,335.6619291558225
99,,,,,,,,1.155980935715843,339.0185825825826
100,,,,,,,,1.1542074964675393,342.3752360093427
101,,,,,,,,1.1524675199455783,345.7318894361028
102,,,,,,,,1.1507609407157569,349.0885428628629
103,,,,,,,,1.1490876933438718,352.44519628962297
104,,,,,,,,1.147447712395721,355.80184971638306
105,,,,,,,,1.145840932437101,359.1585031431432
106,,,,,,,,1.144267288033809,362.5151565699033
107,,,,,,,,1.1427267137516424,365.8718099966634
108,,,,,,,,1.141219144156398,369.2284634234235
109,,,,,,,,1.139744513813873,372.58511685018357
110,,,,,,,,1.138302757289865,375.94177027694366
111,,,,,,,,1.1368938091501706,379.29842370370375
112,,,,,,,,1.135517603960587,382.65507713046384
113,,,,,,,,1.1341740762869117,386.0117305572239
114,,,,,,,,1.1328631606949413,389.368383983984
115,,,,,,,,1.1315847917504733,392.7250374107441
116,,,,,,,,1.130338904019305,396.0816908375042
117,,,,,,,,1.1291254320672333,399.4383442642643
118,,,,,,,,1.1279443104600548,402.7949976910244
119,,,,,,,,1.1267954737635677,406.15165111778447
120,,,,,,,,1.1256788565435683,409.5083045445446
121,,,,,,,,1.1245943933658542,412.8649579713047
122,,,,,,,,1.1235420187962222,416.2216113980648
123,,,,,,,,1.1225216674004697,419.5782648248249
124,,,,,,,,1.1215332737443937,422.934918251585
125,,,,,,,,1.1205767723937914,426.29157167834506
126,,,,,,,,1.11965209791446,429.64822510510515
127,,,,,,,,1.1187591848721965,433.00487853186524
128,,,,,,,,1.117897967832798,436.36153195862533
129,,,,,,,,1.1170683813620617,439.7181853853854
130,,,,,,,,1.1162703600257848,443.0748388121455
131,,,,,,,,1.1155038383897642,446.4314922389056
132,,,,,,,,1.1147687510197974,449.7881456656657
133,,,,,,,,1.1140650324816814,453.1447990924258
134,,,,,,,,1.1133926173412132,456.5014525191859
135,,,,,,,,1.11275144016419,459.85810594594597
136,,,,,,,,1.1121414355164092,463.21475937270606
137,,,,,,,,1.1115625379636673,466.5714127994662
138,,,,,,,,1.1110146820717621,469.9280662262263
139,,,,,,,,1.1104978024064904,473.2847196529864
140,,,,,,,,1.1100118335336493,476.6413730797465
141,,,,,,,,1.1095567100190362,479.99802650650656
142,,,,,,,,1.109132366428448,483.35467993326665
143,,,,,,,,1.108738737327682,486.71133336002674
144,,,,,,,,1.108375757282535,490.06798678678683
145,,,,,,,,1.1080433608588045,493.4246402135469
146,,,,,,,,1.1077414826222876,496.781293640307
147,,,,,,,,1.1074700571387812,500.1379470670671
148,,,,,,,,1.1072290189740828,503.4946004938272
149,,,,,,,,1.107018302693989,506.8512539205873
150,,,,,,,,1.1068378428642975,510.2079073473474
151,,,,,,,,1.106687574050805,513.5645607741075
152,,,,,,,,1.106567430819309,516.9212142008676
153,,,,,,,,1.1064773477356065,520.2778676276276
154,,,,,,,,1.1064172593654944,523.6345210543877
155,,,,,,,,1.10638710027477,526.9911744811478
156,,,,,,,,1.1063868050292305,530.3478279079079
157,,,,,,,,1.1064163081946732,533.704481334668
158,,,,,,,,1.1064755443368948,537.0611347614281
159,,,,,,,,1.1065644480216927,540.4177881881882
160,,,,,,,,1.1066829538148641,543.7744416149483
161,,,,,,,,1.106830996282206,547.1310950417084
162,,,,,,,,1.1070085099895155,550.4877484684685
163,,,,,,,,1.10721542950259,553.8444018952285
164,,,,,,,,1.1074516893872262,557.2010553219886
165,,,,,,,,1.1077172242092217,560.5577087487487
166,,,,,,,,1.108011968534373,563.9143621755088
167,,,,,,,,1.1083358569284782,567.2710156022689
168,,,,,,,,1.1086888239573338,570.627669029029
169,,,,,,,,1.1090708041867368,573.9843224557891
170,,,,,,,,1.1094817321824846,577.3409758825492
171,,,,,,,,1.1099215425103741,580.6976293093093
172,,,,,,,,1.110390169736203,584.0542827360694
173,,,,,,,,1.1108875484257679,587.4109361628294
174,,,,,,,,1.1114136131448658,590.7675895895895
175,,,,,,,,1.1119682984592947,594.1242430163496
176,,,,,,,,1.1125515389348508,597.4808964431098
177,,,,,,,,1.1131632691373317,600.8375498698699
178,,,,,,,,1.1138034236325345,604.19420329663
179,,,,,,,,1.114471936986256,607.5508567233901
180,,,,,,,,1.1151687437642939,610.9075101501502
181,,,,,,,,1.115893778532445,614.2641635769103
182,,,,,,,,1.116646975856506,617.6208170036704
183,,,,,,,,1.117428270302275,620.9774704304305
184,,,,,,,,1.1182375964355487,624.3341238571905
185,,,,,,,,1.119074888822124,627.6907772839506
186,,,,,,,,1.1199400820277983,631.0474307107107
187,,,,,,,,1.1208331106183687,634.4040841374708
188,,,,,,,,1.121753909159632,637.7607375642309
189,,,,,,,,1.1227024122173859,641.117390990991
190,,,,,,,,1.1236785543574273,644.4740444177511
191,,,,,,,,1.124682270145553,647.8306978445112
192,,,,,,,,1.1257134941475606,651.1873512712713
193,,,,,,,,1.1267721609292471,654.5440046980314
194,,,,,,,,1.1278582050564099,657.9006581247914
195,,,,,,,,1.1289715610948452,661.2573115515515
196,,,,,,,,1.130112163610351,664.6139649783116
197,,,,,,,,1.1312799471687243,667.9706184050717
198,,,,,,,,1.1324748463357621,671.3272718318318
199,,,,,,,,1.1336967956772614,674.6839252585919
200,,,,,,,,1.13494572975902,678.040578685352
201,,,,,,,,1.1362215831468343,681.3972321121121
202,,,,,,,,1.1375242904065015,684.7538855388722
203,,,,,,,,1.1388537861038188,688.1105389656323
204,,,,,,,,1.140210004804584,691.4671923923923
205,,,,,,,,1.141592881074593,694.8238458191524
206,,,,,,,,1.143002349479644,698.1804992459125
207,,,,,,,,1.144438344585534,701.5371526726726
208,,,,,,,,1.1459008009580596,704.8938060994327
209,,,,,,,,1.147389653163018,708.2504595261929
210,,,,,,,,1.1489048357662068,711.607112952953
211,,,,,,,,1.150446283333423,714.9637663797131
212,,,,,,,,1.1520139304304635,718.3204198064732
213,,,,,,,,1.1536077116231258,721.6770732332333
214,,,,,,,,1.1552275614772065,725.0337266599934
215,,,,,,,,1.1568734145585031,728.3903800867535
216,,,,,,,,1.1585452054328127,731.7470335135135
217,,,,,,,,1.1602428686659323,735.1036869402736
218,,,,,,,,1.1619663388236594,738.4603403670337
219,,,,,,,,1.1637155504717909,741.8169937937938
220,,,,,,,,1.165490438176124,745.1736472205539
221,,,,,,,,1.167290936502455,748.530300647314
222,,,,,,,,1.1691169800165824,751.8869540740741
223,,,,,,,,1.170968503284303,755.2436075008342
224,,,,,,,,1.1728454408714128,758.6002609275943
225,,,,,,,,1.1747477273437104,761.9569143543544
226,,,,,,,,1.176675297266992,765.3135677811144
227,,,,,,,,1.1786280852070552,768.6702212078745
228,,,,,,,,1.180606025729697,772.0268746346346
229,,,,,,,,1.1826090534007148,775.3835280613947
230,,,,,,,,1.184637102785905,778.7401814881548
231,,,,,,,,1.1866901084510657,782.0968349149149
232,,,,,,,,1.1887680049619929,785.453488341675
233,,,,,,,,1.190870726884485,788.8101417684351
234,,,,,,,,1.1929982087843383,792.1667951951952
235,,,,,,,,1.19515038522735,795.5234486219553
236,,,,,,,,1.1973271907793173,798.8801020487153
237,,,,,,,,1.1995285600060377,802.2367554754754
238,,,,,,,,1.2017544274733079,805.5934089022355
239,,,,,,,,1.204004727746925,808.9500623289956
240,,,,,,,,1.2062793953926867,812.3067157557558
241,,,,,,,,1.2085783649763895,815.6633691825159
242,,,,,,,,1.2109015710638307,819.020022609276
243,,,,,,,,1.213248948220808,822.3766760360361
244,,,,,,,,1.2156204310131173,825.7333294627962
245,,,,,,,,1.2180159540065572,829.0899828895563
246,,,,,,,,1.2204354517669238,832.4466363163164
247,,,,,,,,1.2228788588600146,835.8032897430764
248,,,,,,,,1.2253461098516267,839.1599431698365
249,,,,,,,,1.2278371393075571,842.5165965965966
250,,,,,,,,1.2303518817936032,845.8732500233567
251,,,,,,,,1.2328902718755619,849.2299034501168
252,,,,,,,,1.2354522441192304,852.5865568768769
253,,,,,,,,1.2380377330904062,855.943210303637
254,,,,,,,,1.2406466733548862,859.2998637303971
255,,,,,,,,1.2432789994784668,862.6565171571572
256,,,,,,,,1.2459346460269463,866.0131705839173
257,,,,,,,,1.2486135475661213,869.3698240106773
258,,,,,,,,1.2513156386617885,872.7264774374374
259,,,,,,,,1.2540408538797458,876.0831308641975
260,,,,,,,,1.25678912778579,879.4397842909576
261,,,,,,,,1.2595603949457184,882.7964377177177
262,,,,,,,,1.262354589925328,886.1530911444778
263,,,,,,,,1.2651716472904158,889.5097445712379
264,,,,,,,,1.2680115016067788,892.866397997998
265,,,,,,,,1.2708740874402147,896.2230514247581
266,,,,,,,,1.2737593393565203,899.5797048515182
267,,,,,,,,1.2766671919214927,902.9363582782782
268,,,,,,,,1.2795975797009291,906.2930117050383
269,,,,,,,,1.2825504372606265,909.6496651317984
270,,,,,,,,1.2855256991663826,913.0063185585585
271,,,,,,,,1.2885232999839937,916.3629719853186
272,,,,,,,,1.2915431742792574,919.7196254120787
273,,,,,,,,1.2945852566179712,923.0762788388389
274,,,,,,,,1.2976494815659314,926.432932265599
275,,,,,,,,1.3007357836889355,929.7895856923591
276,,,,,,,,1.303844097552781,933.1462391191192
277,,,,,,,,1.3069743577232644,936.5028925458793
278,,,,,,,,1.3101264987661831,939.8595459726394
279,,,,,,,,1.3133004552473346,943.2161993993994
280,,,,,,,,1.3164961617325157,946.5728528261595
281,,,,,,,,1.3197135527875232,949.9295062529196
282,,,,,,,,1.3229525629781551,953.2861596796797
283,,,,,,,,1.3262131268702075,956.6428131064398
284,,,,,,,,1.3294951790294782,959.9994665331999
285,,,,,,,,1.3327986540217647,963.35611995996
286,,,,,,,,1.3361234864128633,966.7127733867201
287,,,,,,,,1.3394696107685713,970.0694268134802
288,,,,,,,,1.3428369616546862,973.4260802402403
289,,,,,,,,1.346225473637005,976.7827336670003
290,,,,,,,,1.3496350812813245,980.1393870937604
291,,,,,,,,1.353065719153442,983.4960405205205
292,,,,,,,,1.3565173218191553,986.8526939472806
293,,,,,,,,1.3599898238442607,990.2093473740407
294,,,,,,,,1.3634831597945554,993.5660008008008
295,,,,,,,,1.366997264235837,996.9226542275609
296,,,,,,,,1.3705320717339025,1000.279307654321
297,,,,,,,,1.3740875168545486,1003.6359610810811
298,,,,,,,,1.377663534163573,1006.9926145078412
299,,,,,,,,1.3812600582267724,1010.3492679346012
300,,,,,,,,1.3848770236099444,1013.7059213613613
301,,,,,,,,1.3885143648788856,1017.0625747881214
302,,,,,,,,1.3921720165993936,1020.4192282148815
303,,,,,,,,1.3958499133372653,1023.7758816416416
304,,,,,,,,1.3995479896582979,1027.132535068402
305,,,,,,,,1.4032661801282886,1030.489188495162
306,,,,,,,,1.4070044193130342,1033.845841921922
307,,,,,,,,1.4107626417783317,1037.202495348682
308,,,,,,,,1.4145407820899794,1040.5591487754423
309,,,,,,,,1.4183387748137732,1043.9158022022023
310,,,,,,,,1.4221565545155106,1047.2724556289625
311,,,,,,,,1.4259940557609887,1050.6291090557224
312,,,,,,,,1.4298512131160055,1053.9857624824826
313,,,,,,,,1.4337279611463565,1057.3424159092426
314,,,,,,,,1.43762423441784,1060.6990693360028
315,,,,,,,,1.4415399674962532,1064.0557227627628
316,,,,,,,,1.445475094947393,1067.412376189523
317,,,,,,,,1.4494295513370556,1070.769029616283
318,,,,,,,,1.4534032712310399,1074.1256830430432
319,,,,,,,,1.4573961891951412,1077.4823364698032
320,,,,,,,,1.4614082397951582,1080.8389898965634
321,,,,,,,,1.4654393575968874,1084.1956433233236
322,,,,,,,,1.4694894771661253,1087.5522967500835
323,,,,,,,,1.47355853306867,1090.9089501768437
324,,,,,,,,1.477646459870318,1094.2656036036037
325,,,,,,,,1.481753192136867,1097.622257030364
326,,,,,,,,1.4858786644341138,1100.978910457124
327,,,,,,,,1.4900228113278555,1104.335563883884
328,,,,,,,,1.4941855673838897,1107.692217310644
329,,,,,,,,1.4983668671680126,1111.0488707374043
330,,,,,,,,1.5025666452460216,1114.4055241641643
331,,,,,,,,1.506784836183715,1117.7621775909245
332,,,,,,,,1.5110213745468883,1121.1188310176844
333,,,,,,,,1.5152761949013402,1124.4754844444446
334,,,,,,,,1.5195492318128665,1127.8321378712046
335,,,,,,,,1.5238404198472655,1131.1887912979648
336,,,,,,,,1.5281496935703325,1134.5454447247248
337,,,,,,,,1.5324769875478668,1137.902098151485
338,,,,,,,,1.5368222363456636,1141.258751578245
339,,,,,,,,1.5411853745295219,1144.6154050050052
340,,,,,,,,1.5455663366652377,1147.9720584317652
341,,,,,,,,1.5499650573186086,1151.3287118585254
342,,,,,,,,1.5543814710554311,1154.6853652852853
343,,,,,,,,1.5588155124415028,1158.0420187120455
344,,,,,,,,1.5632671160426204,1161.3986721388055
345,,,,,,,,1.567736216424582,1164.7553255655657
346,,,,,,,,1.572222748153184,1168.1119789923257
347,,,,,,,,1.5767266457942235,1171.468632419086
348,,,,,,,,1.5812478439134978,1174.8252858458459
349,,,,,,,,1.5857862770768045,1178.181939272606
350,,,,,,,,1.5903418798499402,1181.538592699366
351,,,,,,,,1.5949145867987025,1184.8952461261263
352,,,,,,,,1.5995043324888873,1188.2518995528865
353,,,,,,,,1.6041110514862924,1191.6085529796464
354,,,,,,,,1.608734678356716,1194.9652064064067
355,,,,,,,,1.6133751476659535,1198.3218598331666
356,,,,,,,,1.618032393979804,1201.6785132599268
357,,,,,,,,1.6227063518640625,1205.0351666866868
358,,,,,,,,1.6273969558845278,1208.391820113447
359,,,,,,,,1.6321041406069965,1211.748473540207
360,,,,,,,,1.6368278405972647,1215.1051269669672
361,,,,,,,,1.6415679904211313,1218.4617803937272
362,,,,,,,,1.646324524644393,1221.8184338204874
363,,,,,,,,1.6510973778328453,1225.1750872472473
364,,,,,,,,1.6558864845522872,1228.5317406740076
365,,,,,,,,1.6606917793685152,1231.8883941007675
366,,,,,,,,1.6655131968473265,1235.2450475275277
367,,,,,,,,1.670350671554518,1238.6017009542877
368,,,,,,,,1.6752041380558869,1241.958354381048
369,,,,,,,,1.680073530917231,1245.315007807808
370,,,,,,,,1.684958784704347,1248.671661234568
371,,,,,,,,1.689859833983031,1252.028314661328
372,,,,,,,,1.694776613319082,1255.3849680880883
373,,,,,,,,1.6997090572782951,1258.7416215148482
374,,,,,,,,1.7046571004264697,1262.0982749416085
375,,,,,,,,1.709620677329401,1265.4549283683684
376,,,,,,,,1.7145997225528877,1268.8115817951286
377,,,,,,,,1.7195941706627258,1272.1682352218886
378,,,,,,,,1.7246039562247122,1275.5248886486488
379,,,,,,,,1.7296290138046448,1278.8815420754088
380,,,,,,,,1.7346692779683208,1282.238195502169
381,,,,,,,,1.7397246832815372,1285.594848928929
382,,,,,,,,1.744795164310091,1288.9515023556892
383,,,,,,,,1.7498806556197792,1292.3081557824491
384,,,,,,,,1.754981091776399,1295.6648092092094
385,,,,,,,,1.7600964073457475,1299.0214626359696
386,,,,,,,,1.765226536893622,1302.3781160627295
387,,,,,,,,1.7703714149858196,1305.7347694894897
388,,,,,,,,1.7755309761881375,1309.0914229162497
389,,,,,,,,1.780705155066373,1312.44807634301
390,,,,,,,,1.785893886186323,1315.80472976977
391,,,,,,,,1.7910971041137842,1319.16138319653
392,,,,,,,,1.7963147434145543,1322.51803662329
393,,,,,,,,1.8015467386544304,1325.8746900500503
394,,,,,,,,1.8067930243992094,1329.2313434768103
395,,,,,,,,1.812053535214689,1332.5879969035705
396,,,,,,,,1.8173282056666655,1335.9446503303304
397,,,,,,,,1.8226169703209367,1339.3013037570906
398,,,,,,,,1.8279197637432991,1342.6579571838506
399,,,,,,,,1.8332365204995502,1346.0146106106108
400,,,,,,,,1.838567175155487,1349.3712640373708
401,,,,,,,,1.8439116622769072,1352.727917464131
402,,,,,,,,1.849269916429608,1356.084570890891
403,,,,,,,,1.8546418721793854,1359.4412243176512
404,,,,,,,,1.8600274640920367,1362.7978777444112
405,,,,,,,,1.8654266267333608,1366.1545311711714
406,,,,,,,,1.8708392946691526,1369.5111845979313
407,,,,,,,,1.87626540246521,1372.8678380246915
408,,,,,,,,1.8817048846873303,1376.2244914514515
