,Unnamed: 0,LOCATION,TIME,Germany_inflation_rate,time_close,BTC_closing_price,yfit,xfit
25,,,,,,,1.0850384529001498,1179.6634601267933
26,,,,,,,1.0850384778140552,1221.005198531865
27,,,,,,,1.0850385072527884,1262.3469369369368
28,,,,,,,1.085038541845872,1303.6886753420085
29,,,,,,,1.085038582285277,1345.0304137470803
30,,,,,,,1.08503862932925,1386.372152152152
31,,,,,,,1.08503868380623,1427.7138905572237
32,,,,,,,1.085038746618858,1469.0556289622955
33,,,,,,,1.0850388187480744,1510.3973673673672
34,,,,,,,1.085038901257302,1551.739105772439
35,,,,,,,1.0850389952967159,1593.0808441775107
36,,,,,,,1.0850391021075942,1634.4225825825824
37,,,,,,,1.0850392230267514,1675.7643209876542
38,,,,,,,1.0850393594910503,1717.106059392726
39,,,,,,,1.0850395130419925,1758.4477977977976
40,,,,,,,1.085039685330383,1799.7895362028694
41,,,,,,,1.0850398781210708,1841.1312746079411
42,,,,,,,1.0850400932977604,1882.4730130130129
43,,,,,,,1.0850403328678948,1923.8147514180846
44,,,,,,,1.0850405989676055,1965.1564898231563
45,,,,,,,1.085040893866732,2006.498228228228
46,,,,,,,1.0850412199739048,2047.8399666332998
47,,,,,,,1.085041579841692,2089.1817050383715
48,,,,,,,1.0850419761718086,2130.523443443443
49,,,,,,,1.0850424118203856,2171.8651818485146
50,,,,,,,1.085042889803297,2213.2069202535863
51,,,,,,,1.0850434133015436,2254.548658658658
52,,,,,,,1.0850439856666931,2295.89039706373
53,,,,,,,1.0850446104263713,2337.2321354688015
54,,,,,,,1.0850452912898079,2378.5738738738733
55,,,,,,,1.0850460321534288,2419.915612278945
56,,,,,,,1.0850468371065,2461.2573506840167
57,,,,,,,1.0850477104368168,2502.5990890890885
58,,,,,,,1.0850486566364372,2543.94082749416
59,,,,,,,1.085049680407461,2585.282565899232
60,,,,,,,1.0850507866678487,2626.6243043043037
61,,,,,,,1.085051980557282,2667.9660427093754
62,,,,,,,1.085053267443062,2709.307781114447
63,,,,,,,1.0850546529260447,2750.649519519519
64,,,,,,,1.085056142846613,2791.9912579245906
65,,,,,,,1.0850577432906803,2833.3329963296624
66,,,,,,,1.0850594605957293,2874.674734734734
67,,,,,,,1.0850613013568786,2916.016473139806
68,,,,,,,1.0850632724329814,2957.3582115448776
69,,,,,,,1.0850653809527493,2998.6999499499493
70,,,,,,,1.0850676343209036,3040.041688355021
71,,,,,,,1.0850700402243514,3081.383426760093
72,,,,,,,1.0850726066383836,3122.7251651651645
73,,,,,,,1.085075341832896,3164.0669035702363
74,,,,,,,1.0850782543786293,3205.408641975308
75,,,,,,,1.0850813531534274,3246.7503803803797
76,,,,,,,1.085084647348514,3288.0921187854515
77,,,,,,,1.085088146474785,3329.433857190523
78,,,,,,,1.0850918603691126,3370.775595595595
79,,,,,,,1.0850957992006647,3412.1173340006667
80,,,,,,,1.0850999734772346,3453.4590724057384
81,,,,,,,1.0851043940515805,3494.80081081081
82,,,,,,,1.0851090721277727,3536.142549215882
83,,,,,,,1.085114019267549,3577.4842876209536
84,,,,,,,1.0851192473966744,3618.8260260260254
85,,,,,,,1.0851247688113062,3660.167764431097
86,,,,,,,1.0851305961843598,3701.509502836169
87,,,,,,,1.0851367425718783,3742.8512412412406
88,,,,,,,1.0851432214194001,3784.1929796463123
89,,,,,,,1.0851500465683257,3825.534718051384
90,,,,,,,1.0851572322622813,3866.876456456456
91,,,,,,,1.0851647931534794,3908.2181948615275
92,,,,,,,1.0851727443090722,3949.5599332665993
93,,,,,,,1.0851811012174994,3990.901671671671
94,,,,,,,1.0851898797948272,4032.2434100767427
95,,,,,,,1.0851990963910771,4073.5851484818145
96,,,,,,,1.085208767796546,4114.926886886886
97,,,,,,,1.0852189112481117,4156.2686252919575
98,,,,,,,1.0852295444355256,4197.610363697029
99,,,,,,,1.085240685507692,4238.952102102101
100,,,,,,,1.0852523530789293,4280.293840507173
101,,,,,,,1.0852645662352152,4321.6355789122445
102,,,,,,,1.0852773445404136,4362.977317317316
103,,,,,,,1.0852907080424794,4404.319055722388
104,,,,,,,1.085304677279645,4445.66079412746
105,,,,,,,1.085319273286583,4487.002532532531
106,,,,,,,1.0853345176005451,4528.344270937603
107,,,,,,,1.0853504322674767,4569.686009342675
108,,,,,,,1.0853670398481055,4611.027747747747
109,,,,,,,1.0853843634240021,4652.369486152818
110,,,,,,,1.0854024266036137,4693.71122455789
111,,,,,,,1.0854212535282661,4735.052962962962
112,,,,,,,1.0854408688781363,4776.394701368034
113,,,,,,,1.0854612978781932,4817.736439773105
114,,,,,,,1.0854825663041037,4859.078178178177
115,,,,,,,1.0855047004881062,4900.419916583249
116,,,,,,,1.0855277273248474,4941.7616549883205
117,,,,,,,1.0855516742771825,4983.103393393392
118,,,,,,,1.0855765693819388,5024.445131798464
119,,,,,,,1.0856024412556393,5065.786870203536
120,,,,,,,1.0856293191001856,5107.1286086086075
121,,,,,,,1.0856572327085023,5148.470347013679
122,,,,,,,1.085686212470136,5189.812085418751
123,,,,,,,1.0857162893768137,5231.153823823823
124,,,,,,,1.0857474950279546,5272.495562228894
125,,,,,,,1.0857798616361376,5313.837300633966
126,,,,,,,1.0858134220325226,5355.179039039038
127,,,,,,,1.0858482096722228,5396.52077744411
128,,,,,,,1.0858842586396298,5437.862515849181
129,,,,,,,1.085921603653688,5479.204254254253
130,,,,,,,1.0859602800731185,5520.545992659325
131,,,,,,,1.0860003239015916,5561.887731064397
132,,,,,,,1.086041771792846,5603.229469469468
133,,,,,,,1.0860846610557542,5644.57120787454
134,,,,,,,1.086129029659334,5685.912946279612
135,,,,,,,1.086174916237703,5727.2546846846835
136,,,,,,,1.0862223600949767,5768.596423089755
137,,,,,,,1.0862714012101096,5809.938161494827
138,,,,,,,1.0863220802416753,5851.279899899899
139,,,,,,,1.0863744385325913,5892.6216383049705
140,,,,,,,1.0864285181147781,5933.963376710042
141,,,,,,,1.0864843617137594,5975.305115115114
142,,,,,,,1.0865420127532,6016.646853520186
143,,,,,,,1.0866015153593798,6057.988591925257
144,,,,,,,1.0866629143656021,6099.330330330329
145,,,,,,,1.0867262553165393,6140.672068735401
146,,,,,,,1.0867915844725093,6182.013807140473
147,,,,,,,1.086858948813688,6223.355545545544
148,,,,,,,1.0869283960442508,6264.697283950616
149,,,,,,,1.0869999745964483,6306.039022355688
150,,,,,,,1.0870737336346095,6347.38076076076
151,,,,,,,1.087149723059076,6388.722499165831
152,,,,,,,1.0872279935100648,6430.064237570903
153,,,,,,,1.0873085963714582,6471.405975975975
154,,,,,,,1.0873915837745207,6512.7477143810465
155,,,,,,,1.0874770086015426,6554.089452786118
156,,,,,,,1.0875649244894083,6595.43119119119
157,,,,,,,1.087655385833089,6636.772929596262
158,,,,,,,1.087748447789059,6678.1146680013335
159,,,,,,,1.087844166278636,6719.456406406405
160,,,,,,,1.0879425979912414,6760.798144811477
161,,,,,,,1.0880438003875836,6802.139883216549
162,,,,,,,1.0881478317027615,6843.48162162162
163,,,,,,,1.0882547509492866,6884.823360026692
164,,,,,,,1.088364617920026,6926.165098431764
165,,,,,,,1.0884774931910621,6967.506836836836
166,,,,,,,1.0885934381244704,7008.848575241907
167,,,,,,,1.0887125148710144,7050.190313646979
168,,,,,,,1.088834786372756,7091.532052052051
169,,,,,,,1.0889603163655817,7132.873790457123
170,,,,,,,1.089089169381643,7174.215528862194
171,,,,,,,1.089221410751711,7215.557267267266
172,,,,,,,1.0893571066074461,7256.899005672338
173,,,,,,,1.0894963238835755,7298.2407440774095
174,,,,,,,1.0896391303199886,7339.582482482481
175,,,,,,,1.089785594463739,7380.924220887553
176,,,,,,,1.0899357856709597,7422.265959292625
177,,,,,,,1.090089774108688,7463.6076976976965
178,,,,,,,1.0902476307565974,7504.949436102768
179,,,,,,,1.0904094274086427,7546.29117450784
180,,,,,,,1.0905752366746087,7587.632912912912
181,,,,,,,1.0907451319815689,7628.974651317983
182,,,,,,,1.0909191875752509,7670.316389723055
183,,,,,,,1.0910974785213068,7711.658128128127
184,,,,,,,1.0912800807064913,7752.999866533199
185,,,,,,,1.0914670708397425,7794.34160493827
186,,,,,,,1.0916585264531704,7835.683343343342
187,,,,,,,1.0918545259029457,7877.025081748414
188,,,,,,,1.0920551483700955,7918.366820153486
189,,,,,,,1.0922604738611994,7959.708558558557
190,,,,,,,1.0924705832089898,8001.050296963629
191,,,,,,,1.0926855580728523,8042.392035368701
192,,,,,,,1.0929054809392287,8083.733773773772
193,,,,,,,1.0931304351219213,8125.075512178843
194,,,,,,,1.0933605047622952,8166.417250583915
195,,,,,,,1.093595774829383,8207.758988988988
196,,,,,,,1.093836331119887,8249.10072739406
197,,,,,,,1.0940822602580818,8290.442465799131
198,,,,,,,1.0943336496956138,8331.784204204203
199,,,,,,,1.0945905877111997,8373.125942609275
200,,,,,,,1.0948531634102217,8414.467681014346
201,,,,,,,1.0951214667242204,8455.809419419418
202,,,,,,,1.0953955884102844,8497.15115782449
203,,,,,,,1.095675620050335,8538.492896229562
204,,,,,,,1.0959616540503077,8579.834634634633
205,,,,,,,1.0962537836392285,8621.176373039705
206,,,,,,,1.0965521028681857,8662.518111444777
207,,,,,,,1.0968567066091957,8703.859849849849
208,,,,,,,1.097167690553963,8745.20158825492
209,,,,,,,1.0974851512125339,8786.543326659992
210,,,,,,,1.097809185911845,8827.885065065064
211,,,,,,,1.098139892794162,8869.226803470136
212,,,,,,,1.0984773708154136,8910.568541875207
213,,,,,,,1.0988217197434176,8951.910280280279
214,,,,,,,1.0991730401559967,8993.25201868535
215,,,,,,,1.0995314334389894,9034.593757090423
216,,,,,,,1.0998970017841494,9075.935495495494
217,,,,,,,1.1002698481869375,9117.277233900566
218,,,,,,,1.1006500764442049,9158.618972305638
219,,,,,,,1.101037791151764,9199.96071071071
220,,,,,,,1.1014330977018534,9241.302449115781
221,,,,,,,1.10183610228049,9282.644187520853
222,,,,,,,1.1022469118647114,9323.985925925925
223,,,,,,,1.1026656342197083,9365.327664330996
224,,,,,,,1.103092377895845,9406.669402736068
225,,,,,,,1.1035272522255706,9448.01114114114
226,,,,,,,1.1039703673202155,9489.352879546212
227,,,,,,,1.1044218340666803,9530.694617951283
228,,,,,,,1.1048817641240105,9572.036356356355
229,,,,,,,1.105350269919859,9613.378094761427
230,,,,,,,1.105827464646838,9654.719833166499
231,,,,,,,1.1063134622587574,9696.06157157157
232,,,,,,,1.1068083774667499,9737.403309976642
233,,,,,,,1.1073123257352855,9778.745048381714
234,,,,,,,1.1078254232780709,9820.086786786786
235,,,,,,,1.1083477870538372,9861.428525191857
236,,,,,,,1.1088795347620135,9902.770263596929
237,,,,,,,1.1094207848382875,9944.112002002
238,,,,,,,1.1099716564500526,9985.453740407072
239,,,,,,,1.1105322694917408,10026.795478812144
240,,,,,,,1.111102744580043,10068.137217217216
241,,,,,,,1.111683203049014,10109.478955622288
242,,,,,,,1.112273766945065,10150.82069402736
243,,,,,,,1.11287455902184,10192.162432432431
244,,,,,,,1.1134857027349803,10233.504170837503
245,,,,,,,1.114107322236773,10274.845909242575
246,,,,,,,1.1147395423706863,10316.187647647646
247,,,,,,,1.1153824886657895,10357.529386052718
248,,,,,,,1.1160362873310596,10398.87112445779
249,,,,,,,1.116701065249573,10440.212862862862
250,,,,,,,1.1173769499725812,10481.554601267933
251,,,,,,,1.1180640697134752,10522.896339673005
252,,,,,,,1.118762553341632,10564.238078078077
253,,,,,,,1.1194725303761492,10605.579816483149
254,,,,,,,1.1201941309794625,10646.92155488822
255,,,,,,,1.1209274859508513,10688.263293293292
256,,,,,,,1.1216727267198277,10729.605031698364
257,,,,,,,1.1224299853394115,10770.946770103435
258,,,,,,,1.1231993944792917,10812.288508508507
259,,,,,,,1.1239810874188723,10853.630246913579
260,,,,,,,1.1247751980402034,10894.97198531865
261,,,,,,,1.1255818608208008,10936.313723723722
262,,,,,,,1.1264012108263464,10977.655462128794
263,,,,,,,1.1272333837032795,11018.997200533866
264,,,,,,,1.1280785156712707,11060.338938938938
265,,,,,,,1.1289367435155826,11101.68067734401
266,,,,,,,1.1298082045793167,11143.022415749081
267,,,,,,,1.1306930367555472,11184.364154154153
268,,,,,,,1.1315913784793392,11225.705892559225
269,,,,,,,1.132503368719655,11267.047630964296
270,,,,,,,1.1334291469711464,11308.389369369368
271,,,,,,,1.134368853245833,11349.73110777444
272,,,,,,,1.1353226280646687,11391.072846179512
273,,,,,,,1.1362906124489938,11432.414584584583
274,,,,,,,1.137272947911875,11473.756322989655
275,,,,,,,1.1382697764493326,11515.098061394727
276,,,,,,,1.139281240531455,11556.439799799798
277,,,,,,,1.1403074830934008,11597.78153820487
278,,,,,,,1.1413486475262893,11639.123276609942
279,,,,,,,1.1424048776679785,11680.465015015014
280,,,,,,,1.1434763177937322,11721.806753420085
281,,,,,,,1.1445631126067737,11763.148491825157
282,,,,,,,1.1456654072287311,11804.490230230229
283,,,,,,,1.1467833471899695,11845.8319686353
284,,,,,,,1.1479170784198127,11887.173707040372
285,,,,,,,1.149066747236655,11928.515445445444
286,,,,,,,1.1502325003379625,11969.857183850516
287,,,,,,,1.1514144847901648,12011.198922255588
288,,,,,,,1.1526128480184357,12052.54066066066
289,,,,,,,1.153827737796366,12093.882399065731
290,,,,,,,1.1550593022355269,12135.224137470803
291,,,,,,,1.1563076897749232,12176.565875875875
292,,,,,,,1.1575730491703407,12217.907614280946
293,,,,,,,1.1588555294835823,12259.249352686018
294,,,,,,,1.1601552800715988,12300.59109109109
295,,,,,,,1.1614724505755114,12341.932829496162
296,,,,,,,1.1628071909095261,12383.274567901233
297,,,,,,,1.1641596512497425,12424.616306306305
298,,,,,,,1.1655299820228562,12465.958044711377
299,,,,,,,1.1669183338947537,12507.299783116448
300,,,,,,,1.1683248577590044,12548.64152152152
301,,,,,,,1.1697497047252434,12589.983259926592
302,,,,,,,1.1711930261074535,12631.324998331664
303,,,,,,,1.17265497341214,12672.666736736735
304,,,,,,,1.1741356983264024,12714.008475141807
305,,,,,,,1.175635352705902,12755.350213546879
306,,,,,,,1.1771540885627274,12796.69195195195
307,,,,,,,1.178692058053156,12838.033690357022
308,,,,,,,1.180249413465313,12879.375428762094
309,,,,,,,1.1818263072067308,12920.717167167166
310,,,,,,,1.1834228917918037,12962.058905572238
311,,,,,,,1.1850393198291447,13003.40064397731
312,,,,,,,1.186675744008839,13044.742382382381
313,,,,,,,1.1883323170896007,13086.084120787453
314,,,,,,,1.190009191885827,13127.425859192525
315,,,,,,,1.1917065212545561,13168.767597597596
316,,,,,,,1.193424458082324,13210.109336002668
317,,,,,,,1.1951631552719253,13251.45107440774
318,,,,,,,1.1969227657290773,13292.792812812811
319,,,,,,,1.1987034423489835,13334.134551217883
320,,,,,,,1.2005053380028063,13375.476289622955
321,,,,,,,1.2023286055240383,13416.818028028027
322,,,,,,,1.2041733976947828,13458.159766433098
323,,,,,,,1.2060398672319372,13499.50150483817
324,,,,,,,1.2079281667732837,13540.843243243242
325,,,,,,,1.2098384488634857,13582.184981648314
326,,,,,,,1.2117708659399917,13623.526720053385
327,,,,,,,1.2137255703188468,13664.868458458457
328,,,,,,,1.2157027141804133,13706.210196863529
329,,,,,,,1.217702449554999,13747.5519352686
330,,,,,,,1.2197249283083968,13788.893673673672
331,,,,,,,1.2217703021273327,13830.235412078744
332,,,,,,,1.223838722504826,13871.577150483816
333,,,,,,,1.2259303407254611,13912.918888888888
334,,,,,,,1.2280453078505706,13954.26062729396
335,,,,,,,1.2301837747033328,13995.602365699031
336,,,,,,,1.2323458918537802,14036.944104104103
337,,,,,,,1.2345318096037257,14078.285842509174
338,,,,,,,1.2367416779716014,14119.627580914246
339,,,,,,,1.238975646677214,14160.969319319318
340,,,,,,,1.241233865126415,14202.31105772439
341,,,,,,,1.2435164823956915,14243.652796129461
342,,,,,,,1.2458236472166713,14284.994534534533
343,,,,,,,1.2481555079605477,14326.336272939605
344,,,,,,,1.250512212622426,14367.678011344677
345,,,,,,,1.2528939088055848,14409.019749749748
346,,,,,,,1.2553007437056647,14450.36148815482
347,,,,,,,1.2577328640947734,14491.703226559892
348,,,,,,,1.260190416305515,14533.044964964964
349,,,,,,,1.2626735462149443,14574.386703370035
350,,,,,,,1.2651823992284417,14615.728441775107
351,,,,,,,1.2677171202635154,14657.070180180179
352,,,,,,,1.2702778537335286,14698.41191858525
353,,,,,,,1.2728647435313531,14739.753656990322
354,,,,,,,1.2754779330129493,14781.095395395394
355,,,,,,,1.2781175649808763,14822.437133800466
356,,,,,,,1.2807837816677285,14863.778872205537
357,,,,,,,1.2834767247195047,14905.12061061061
358,,,,,,,1.2861965351789049,14946.462349015681
359,,,,,,,1.288943353468561,14987.804087420753
360,,,,,,,1.2917173193742002,15029.145825825824
361,,,,,,,1.2945185720277383,15070.487564230896
362,,,,,,,1.297347249890312,15111.829302635968
363,,,,,,,1.3002034907352422,15153.17104104104
364,,,,,,,1.303087431630936,15194.512779446111
365,,,,,,,1.305999208923724,15235.854517851183
366,,,,,,,1.3089389582206374,15277.196256256255
367,,,,,,,1.3119068143721213,15318.537994661327
368,,,,,,,1.3149029114546904,15359.879733066398
369,,,,,,,1.3179273827535234,15401.22147147147
370,,,,,,,1.3209803607450008,15442.563209876542
371,,,,,,,1.3240619770791835,15483.904948281614
372,,,,,,,1.3271723625622374,15525.246686686685
373,,,,,,,1.3303116471388001,15566.588425091757
374,,,,,,,1.3334799598742952,15607.930163496829
375,,,,,,,1.3366774289371923,15649.2719019019
376,,,,,,,1.3399041815812152,15690.613640306972
377,,,,,,,1.3431603441274973,15731.955378712044
378,,,,,,,1.3464460419466895,15773.297117117116
379,,,,,,,1.3497613994410163,15814.638855522187
380,,,,,,,1.3531065400262847,15855.98059392726
381,,,,,,,1.3564815861138462,15897.322332332331
382,,,,,,,1.3598866590925118,15938.664070737403
383,,,,,,,1.3633218793104231,15980.005809142474
384,,,,,,,1.366787366056879,16021.347547547544
385,,,,,,,1.3702832375441192,16062.689285952616
386,,,,,,,1.3738096108890665,16104.031024357688
387,,,,,,,1.3773666020950284,16145.37276276276
388,,,,,,,1.3809543260333583,16186.714501167831
389,,,,,,,1.3845728964250803,16228.056239572903
390,,,,,,,1.388222425822474,16269.397977977975
391,,,,,,,1.3919030255906257,16310.739716383046
392,,,,,,,1.3956148058889433,16352.081454788118
393,,,,,,,1.3993578756526373,16393.42319319319
394,,,,,,,1.40313234257417,16434.76493159826
395,,,,,,,1.4069383130846729,16476.106670003333
396,,,,,,,1.4107758923353313,16517.448408408403
397,,,,,,,1.4146451841787462,16558.790146813477
398,,,,,,,1.4185462911502593,16600.131885218547
399,,,,,,,1.422479314449261,16641.47362362362
400,,,,,,,1.4264443539204632,16682.81536202869
401,,,,,,,1.4304415080351571,16724.157100433764
402,,,,,,,1.4344708738724403,16765.498838838834
