,Unnamed: 0,LOCATION,TIME,Japan_inflation_rate,time_close,BTC_closing_price,yfit,xfit
21,21.0,JPN,2017-02-01,0.3,2017-01-31 00:00:00+00:00,738.9866666666667,,
22,22.0,JPN,2017-03-01,0.2,2017-02-28 00:00:00+00:00,887.9966666666666,,
23,23.0,JPN,2017-04-01,0.4,2017-03-31 00:00:00+00:00,883.1233333333333,,
24,24.0,JPN,2017-05-01,0.4,2017-04-30 00:00:00+00:00,983.2333333333332,,
25,25.0,JPN,2017-06-01,0.4,2017-05-31 00:00:00+00:00,1514.8366666666668,,
26,26.0,JPN,2017-07-01,0.4,2017-06-30 00:00:00+00:00,2067.9933333333333,,
27,27.0,JPN,2017-08-01,0.7,2017-07-31 00:00:00+00:00,1900.4016666666666,,
28,28.0,JPN,2017-09-01,0.7,2017-08-31 00:00:00+00:00,3106.5056666666665,,
29,29.0,JPN,2017-10-01,0.2,2017-09-30 00:00:00+00:00,3057.8033333333333,,
30,30.0,JPN,2017-11-01,0.6,2017-10-31 00:00:00+00:00,4017.106666666666,,
31,31.0,JPN,2017-12-01,1.0,2017-11-30 00:00:00+00:00,5717.056666666666,,
32,32.0,JPN,2018-01-01,1.4,2017-12-31 00:00:00+00:00,10770.063333333334,,
33,33.0,JPN,2018-02-01,1.5,2018-01-31 00:00:00+00:00,9876.883333333333,,
34,34.0,JPN,2018-03-01,1.1,2018-02-28 00:00:00+00:00,6633.079999999999,,
35,35.0,JPN,2018-04-01,0.6,2018-03-31 00:00:00+00:00,6785.493333333333,,
36,36.0,JPN,2018-05-01,0.7,2018-04-30 00:00:00+00:00,5766.466666666667,,
37,37.0,JPN,2018-06-01,0.7,2018-05-31 00:00:00+00:00,6420.746666666668,,
38,38.0,JPN,2018-07-01,0.9,2018-06-30 00:00:00+00:00,5078.5999999999985,,
39,39.0,JPN,2018-08-01,1.3,2018-07-31 00:00:00+00:00,5157.97,,
40,40.0,JPN,2018-09-01,1.2,2018-08-31 00:00:00+00:00,5311.565000000001,,
41,41.0,JPN,2018-10-01,1.4,2018-09-30 00:00:00+00:00,4960.323333333334,,
42,42.0,JPN,2018-11-01,0.8,2018-10-31 00:00:00+00:00,4997.333333333333,,
43,43.0,JPN,2018-12-01,0.3,2018-11-30 00:00:00+00:00,3994.5,,
44,44.0,JPN,2019-01-01,0.2,2018-12-31 00:00:00+00:00,2912.856666666666,,
45,45.0,JPN,2019-02-01,0.2,2019-01-31 00:00:00+00:00,2866.2566666666667,,
46,46.0,JPN,2019-03-01,0.5,2019-02-28 00:00:00+00:00,2763.476666666667,,
47,47.0,JPN,2019-04-01,0.9,2019-03-31 00:00:00+00:00,3065.1566666666668,,
48,48.0,JPN,2019-05-01,0.7,2019-04-30 00:00:00+00:00,4040.2,,
49,49.0,JPN,2019-06-01,0.7,2019-05-31 00:00:00+00:00,5750.463333333332,,
50,50.0,JPN,2019-07-01,0.5,2019-06-30 00:00:00+00:00,7522.53,,
51,51.0,JPN,2019-08-01,0.3,2019-07-31 00:00:00+00:00,8224.346666666666,,
52,52.0,JPN,2019-09-01,0.2,2019-08-31 00:00:00+00:00,8805.886666666667,,
53,53.0,JPN,2019-10-01,0.2,2019-09-30 00:00:00+00:00,7895.406666666666,,
54,54.0,JPN,2019-11-01,0.5,2019-10-31 00:00:00+00:00,6597.956666666666,,
55,55.0,JPN,2019-12-01,0.8,2019-11-30 00:00:00+00:00,6469.213333333332,,
56,56.0,JPN,2020-01-01,0.7,2019-12-31 00:00:00+00:00,5474.086666666666,,
57,57.0,JPN,2020-02-01,0.4,2020-01-31 00:00:00+00:00,6082.556666666666,,
58,58.0,JPN,2020-03-01,0.4,2020-02-29 00:00:00+00:00,7530.593333333332,,
59,59.0,JPN,2020-04-01,0.1,2020-03-31 00:00:00+00:00,5720.506666666667,,
60,60.0,JPN,2020-05-01,0.1,2020-04-30 00:00:00+00:00,5614.0633333333335,,
61,61.0,JPN,2020-06-01,0.1,2020-05-31 00:00:00+00:00,7320.54,,
62,62.0,JPN,2020-07-01,0.3,2020-06-30 00:00:00+00:00,7693.09,,
63,63.0,JPN,2020-08-01,0.2,2020-07-31 00:00:00+00:00,7717.5375,,
64,64.0,JPN,2020-09-01,0.0,2020-08-31 00:00:00+00:00,8968.646666666667,,
65,65.0,JPN,2020-10-01,-0.4,2020-09-30 00:00:00+00:00,8304.48,,
66,66.0,JPN,2020-11-01,-0.9,2020-10-31 00:00:00+00:00,9331.256666666666,,
67,67.0,JPN,2020-12-01,-1.2,2020-11-30 00:00:00+00:00,12850.81,,
68,68.0,JPN,2021-01-01,-0.7,2020-12-31 00:00:00+00:00,16988.72333333333,,
69,69.0,JPN,2021-02-01,-0.5,2021-01-31 00:00:00+00:00,25970.106666666667,,
70,70.0,JPN,2021-03-01,-0.4,2021-02-28 00:00:00+00:00,32549.94333333333,,
71,71.0,JPN,2021-04-01,-1.1,2021-03-31 00:00:00+00:00,39925.35666666667,,
72,72.0,JPN,2021-05-01,-0.8,2021-04-30 00:00:00+00:00,41446.51666666666,,
73,73.0,JPN,2021-06-01,-0.5,2021-05-31 00:00:00+00:00,33007.263333333336,,
74,74.0,JPN,2021-07-01,-0.3,2021-06-30 00:00:00+00:00,25347.84333333333,,
75,75.0,JPN,2021-08-01,-0.4,2021-07-31 00:00:00+00:00,24324.596666666668,,
76,76.0,JPN,2021-09-01,0.2,2021-08-31 00:00:00+00:00,32926.090000000004,,
77,77.0,JPN,2021-10-01,0.1,2021-09-30 00:00:00+00:00,33857.72,,
0,,,,,,,0.03508559170950718,146.12
1,,,,,,,0.04661809990410147,187.46173840507174
2,,,,,,,0.05801093480746622,228.80347681014348
3,,,,,,,0.06926479925339438,270.1452152152152
4,,,,,,,0.08038039463527033,311.48695362028695
5,,,,,,,0.09135842090607013,352.8286920253587
6,,,,,,,0.1021995765783612,394.1704304304304
7,,,,,,,0.1129045587243026,435.5121688355021
8,,,,,,,0.1234740629756449,476.85390724057385
9,,,,,,,0.13390878352373006,518.1956456456455
10,,,,,,,0.14420941311949187,559.5373840507173
11,,,,,,,0.15437664307345525,600.879122455789
12,,,,,,,0.16441116325573704,642.2208608608607
13,,,,,,,0.1743136620960453,683.5625992659325
14,,,,,,,0.18408482658367975,724.9043376710042
15,,,,,,,0.19372534226753166,766.246076076076
16,,,,,,,0.20323589325608374,807.5878144811477
17,,,,,,,0.21261716221741034,848.9295528862194
18,,,,,,,0.2218698303791772,890.2712912912912
19,,,,,,,0.23099457752864172,931.6130296963629
20,,,,,,,0.2399920820126527,972.9547681014346
21,,,,,,,0.24886302073765057,1014.2965065065064
22,,,,,,,0.2576080691696673,1055.638244911578
23,,,,,,,0.2662279013343263,1096.9799833166499
24,,,,,,,0.2747231898168423,1138.3217217217216
25,,,,,,,0.28309460576202217,1179.6634601267933
26,,,,,,,0.29134281887426383,1221.005198531865
27,,,,,,,0.29946849741755666,1262.3469369369368
28,,,,,,,0.3074723082154819,1303.6886753420085
29,,,,,,,0.31535491665121207,1345.0304137470803
30,,,,,,,0.3231169866675112,1386.372152152152
31,,,,,,,0.3307591807667353,1427.7138905572237
32,,,,,,,0.3382821600108311,1469.0556289622955
33,,,,,,,0.3456865840213377,1510.3973673673672
34,,,,,,,0.3529731109793849,1551.739105772439
35,,,,,,,0.3601423976256949,1593.0808441775107
36,,,,,,,0.3671950992605808,1634.4225825825824
37,,,,,,,0.3741318697439474,1675.7643209876542
38,,,,,,,0.380953361495291,1717.106059392726
39,,,,,,,0.3876602254936995,1758.4477977977976
40,,,,,,,0.39425311127785234,1799.7895362028694
41,,,,,,,0.4007326669460204,1841.1312746079411
42,,,,,,,0.4070995391560661,1882.4730130130129
43,,,,,,,0.4133543731254432,1923.8147514180846
44,,,,,,,0.4194978126311979,1965.1564898231563
45,,,,,,,0.4255305000099663,2006.498228228228
46,,,,,,,0.43145307615797757,2047.8399666332998
47,,,,,,,0.4372661805310516,2089.1817050383715
48,,,,,,,0.4429704511445999,2130.523443443443
49,,,,,,,0.4485665245736258,2171.8651818485146
50,,,,,,,0.4540550359527239,2213.2069202535863
51,,,,,,,0.4594366189760801,2254.548658658658
52,,,,,,,0.4647119058974726,2295.89039706373
53,,,,,,,0.46988152753027024,2337.2321354688015
54,,,,,,,0.47494611324743397,2378.5738738738733
55,,,,,,,0.4799062909815158,2419.915612278945
56,,,,,,,0.48476268722466,2461.2573506840167
57,,,,,,,0.48951592702860147,2502.5990890890885
58,,,,,,,0.4941666340046674,2543.94082749416
59,,,,,,,0.4987154303237761,2585.282565899232
60,,,,,,,0.5031629367164373,2626.6243043043037
61,,,,,,,0.5075097724727525,2667.9660427093754
62,,,,,,,0.511756555442415,2709.307781114447
63,,,,,,,0.5159039020347088,2750.649519519519
64,,,,,,,0.5199524272185101,2791.9912579245906
65,,,,,,,0.5239027445222867,2833.3329963296624
66,,,,,,,0.5277554660340975,2874.674734734734
67,,,,,,,0.531511202401593,2916.016473139806
68,,,,,,,0.5351705628320154,2957.3582115448776
69,,,,,,,0.5387341550921984,2998.6999499499493
70,,,,,,,0.5422025855085671,3040.041688355021
71,,,,,,,0.5455764589671382,3081.383426760093
72,,,,,,,0.5488563789135201,3122.7251651651645
73,,,,,,,0.5520429473529125,3164.0669035702363
74,,,,,,,0.5551367648501064,3205.408641975308
75,,,,,,,0.558138430529485,3246.7503803803797
76,,,,,,,0.5610485420750226,3288.0921187854515
77,,,,,,,0.5638676957302846,3329.433857190523
78,,,,,,,0.5665964862984288,3370.775595595595
79,,,,,,,0.5692355071422044,3412.1173340006667
80,,,,,,,0.5717853501839514,3453.4590724057384
81,,,,,,,0.5742466059056014,3494.80081081081
82,,,,,,,0.5766198633486789,3536.142549215882
83,,,,,,,0.578905710114298,3577.4842876209536
84,,,,,,,0.5811047323631656,3618.8260260260254
85,,,,,,,0.58321751481558,3660.167764431097
86,,,,,,,0.5852446407514309,3701.509502836169
87,,,,,,,0.5871866920101986,3742.8512412412406
88,,,,,,,0.5890442489909564,3784.1929796463123
89,,,,,,,0.5908178906523687,3825.534718051384
90,,,,,,,0.5925081945126905,3866.876456456456
91,,,,,,,0.5941157366497695,3908.2181948615275
92,,,,,,,0.5956410917010446,3949.5599332665993
93,,,,,,,0.5970848328635455,3990.901671671671
94,,,,,,,0.5984475318938947,4032.2434100767427
95,,,,,,,0.5997297591083048,4073.5851484818145
96,,,,,,,0.6009320833825813,4114.926886886886
97,,,,,,,0.6020550721521203,4156.2686252919575
98,,,,,,,0.6030992914119097,4197.610363697029
99,,,,,,,0.6040653057165293,4238.952102102101
100,,,,,,,0.6049536781801494,4280.293840507173
101,,,,,,,0.6057649704765333,4321.6355789122445
102,,,,,,,0.6064997428390343,4362.977317317316
103,,,,,,,0.6071585540605982,4404.319055722388
104,,,,,,,0.6077419614937623,4445.66079412746
105,,,,,,,0.6082505210506549,4487.002532532531
106,,,,,,,0.6086847872029963,4528.344270937603
107,,,,,,,0.6090453129820985,4569.686009342675
108,,,,,,,0.6093326499788639,4611.027747747747
109,,,,,,,0.6095473483437874,4652.369486152818
110,,,,,,,0.6096899567869557,4693.71122455789
111,,,,,,,0.6097610225780463,4735.052962962962
112,,,,,,,0.6097610915463285,4776.394701368034
113,,,,,,,0.6096907080806631,4817.736439773105
114,,,,,,,0.6095504151295024,4859.078178178177
115,,,,,,,0.6093407542008901,4900.419916583249
116,,,,,,,0.6090622653624619,4941.7616549883205
117,,,,,,,0.6087154872414444,4983.103393393392
118,,,,,,,0.6083009570246565,5024.445131798464
119,,,,,,,0.6078192104585081,5065.786870203536
120,,,,,,,0.6072707818490003,5107.1286086086075
121,,,,,,,0.606656204061726,5148.470347013679
122,,,,,,,0.6059760085218704,5189.812085418751
123,,,,,,,0.6052307252142092,5231.153823823823
124,,,,,,,0.6044208826831104,5272.495562228894
125,,,,,,,0.6035470080325325,5313.837300633966
126,,,,,,,0.602609626926026,5355.179039039038
127,,,,,,,0.6016092635867342,5396.52077744411
128,,,,,,,0.6005464407973896,5437.862515849181
129,,,,,,,0.5994216799003181,5479.204254254253
130,,,,,,,0.5982355007974368,5520.545992659325
131,,,,,,,0.596988421950253,5561.887731064397
132,,,,,,,0.5956809603798671,5603.229469469468
133,,,,,,,0.5943136316669705,5644.57120787454
134,,,,,,,0.5928869499518458,5685.912946279612
135,,,,,,,0.5914014279343676,5727.2546846846835
136,,,,,,,0.5898575768740015,5768.596423089755
137,,,,,,,0.5882559065898055,5809.938161494827
138,,,,,,,0.5865969254604277,5851.279899899899
139,,,,,,,0.5848811404241095,5892.6216383049705
140,,,,,,,0.5831090569786828,5933.963376710042
141,,,,,,,0.5812811791815707,5975.305115115114
142,,,,,,,0.5793980096497883,6016.646853520186
143,,,,,,,0.5774600495599425,6057.988591925257
144,,,,,,,0.5754677986482315,6099.330330330329
145,,,,,,,0.5734217552104447,6140.672068735401
146,,,,,,,0.571322416101963,6182.013807140473
147,,,,,,,0.5691702767377602,6223.355545545544
148,,,,,,,0.5669658310923993,6264.697283950616
149,,,,,,,0.5647095717000362,6306.039022355688
150,,,,,,,0.562401989654419,6347.38076076076
151,,,,,,,0.560043574608886,6388.722499165831
152,,,,,,,0.5576348147763674,6430.064237570903
153,,,,,,,0.5551761969293857,6471.405975975975
154,,,,,,,0.5526682064000532,6512.7477143810465
155,,,,,,,0.5501113270800758,6554.089452786118
156,,,,,,,0.54750604142075,6595.43119119119
157,,,,,,,0.5448528304329626,6636.772929596262
158,,,,,,,0.5421521736871948,6678.1146680013335
159,,,,,,,0.5394045493135161,6719.456406406405
160,,,,,,,0.5366104340015893,6760.798144811477
161,,,,,,,0.5337703030006693,6802.139883216549
162,,,,,,,0.5308846301196012,6843.48162162162
163,,,,,,,0.5279538877268218,6884.823360026692
164,,,,,,,0.5249785467503607,6926.165098431764
165,,,,,,,0.5219590766778368,6967.506836836836
166,,,,,,,0.5188959455564631,7008.848575241907
167,,,,,,,0.5157896199930422,7050.190313646979
168,,,,,,,0.5126405651539682,7091.532052052051
169,,,,,,,0.5094492447652295,7132.873790457123
170,,,,,,,0.5062161211124008,7174.215528862194
171,,,,,,,0.502941655040654,7215.557267267266
172,,,,,,,0.49962630595474866,7256.899005672338
173,,,,,,,0.496270531819038,7298.2407440774095
174,,,,,,,0.49287478915746585,7339.582482482481
175,,,,,,,0.4894395330535666,7380.924220887553
176,,,,,,,0.48596521715046825,7422.265959292625
177,,,,,,,0.4824522936508887,7463.6076976976965
178,,,,,,,0.4789012133171392,7504.949436102768
179,,,,,,,0.47531242547111996,7546.29117450784
180,,,,,,,0.471686377994324,7587.632912912912
181,,,,,,,0.46802351732783665,7628.974651317983
182,,,,,,,0.46432428847233365,7670.316389723055
183,,,,,,,0.4605891349880836,7711.658128128127
184,,,,,,,0.4568184989949443,7752.999866533199
185,,,,,,,0.4530128211723665,7794.34160493827
186,,,,,,,0.44917254075939383,7835.683343343342
187,,,,,,,0.4452980955546586,7877.025081748414
188,,,,,,,0.4413899219163868,7918.366820153486
189,,,,,,,0.43744845476239536,7959.708558558557
190,,,,,,,0.4334741275700925,8001.050296963629
191,,,,,,,0.4294673723764779,8042.392035368701
192,,,,,,,0.4254286197781427,8083.733773773772
193,,,,,,,0.4213582989312701,8125.075512178843
194,,,,,,,0.4172568375516351,8166.417250583915
195,,,,,,,0.41312466191460273,8207.758988988988
196,,,,,,,0.408962196855131,8249.10072739406
197,,,,,,,0.4047698657677685,8290.442465799131
198,,,,,,,0.40054809060665675,8331.784204204203
199,,,,,,,0.39629729188552687,8373.125942609275
200,,,,,,,0.39201788867770293,8414.467681014346
201,,,,,,,0.38771029861609996,8455.809419419418
202,,,,,,,0.3833749378932244,8497.15115782449
203,,,,,,,0.3790122212611753,8538.492896229562
204,,,,,,,0.37462256203164,8579.834634634633
205,,,,,,,0.37020637207590334,8621.176373039705
206,,,,,,,0.36576406182483434,8662.518111444777
207,,,,,,,0.3612960402689006,8703.859849849849
208,,,,,,,0.35680271495815585,8745.20158825492
209,,,,,,,0.35228449200224776,8786.543326659992
210,,,,,,,0.34774177607041623,8827.885065065064
211,,,,,,,0.3431749703914898,8869.226803470136
212,,,,,,,0.3385844767538918,8910.568541875207
213,,,,,,,0.33397069550563563,8951.910280280279
214,,,,,,,0.32933402555432556,8993.25201868535
215,,,,,,,0.3246748643671592,9034.593757090423
216,,,,,,,0.31999360797092335,9075.935495495494
217,,,,,,,0.3152906509519985,9117.277233900566
218,,,,,,,0.31056638645635526,9158.618972305638
219,,,,,,,0.30582120618955533,9199.96071071071
220,,,,,,,0.3010555004167552,9241.302449115781
221,,,,,,,0.29626965796269766,9282.644187520853
222,,,,,,,0.29146406621172194,9323.985925925925
223,,,,,,,0.28663911110775653,9365.327664330996
224,,,,,,,0.2817951771543201,9406.669402736068
225,,,,,,,0.27693264741452683,9448.01114114114
226,,,,,,,0.2720519035110778,9489.352879546212
227,,,,,,,0.2671533256262699,9530.694617951283
228,,,,,,,0.26223729250198746,9572.036356356355
229,,,,,,,0.25730418143971,9613.378094761427
230,,,,,,,0.25235436830050606,9654.719833166499
231,,,,,,,0.24738822750503495,9696.06157157157
232,,,,,,,0.2424061320335533,9737.403309976642
233,,,,,,,0.23740845342590086,9778.745048381714
234,,,,,,,0.2323955617815166,9820.086786786786
235,,,,,,,0.2273678257594241,9861.428525191857
236,,,,,,,0.222325612578244,9902.770263596929
237,,,,,,,0.21726928801618703,9944.112002002
238,,,,,,,0.21219921641105188,9985.453740407072
239,,,,,,,0.20711576066023515,10026.795478812144
240,,,,,,,0.2020192822207185,10068.137217217216
241,,,,,,,0.19691014110908062,10109.478955622288
242,,,,,,,0.1917886959014881,10150.82069402736
243,,,,,,,0.18665530373369996,10192.162432432431
244,,,,,,,0.18151032030106684,10233.504170837503
245,,,,,,,0.17635409985853157,10274.845909242575
246,,,,,,,0.17118699522062786,10316.187647647646
247,,,,,,,0.16600935776148087,10357.529386052718
248,,,,,,,0.160821537414808,10398.87112445779
249,,,,,,,0.1556238826739167,10440.212862862862
250,,,,,,,0.15041674059170754,10481.554601267933
251,,,,,,,0.1452004567806725,10522.896339673005
252,,,,,,,0.13997537541289276,10564.238078078077
253,,,,,,,0.13474183922004426,10605.579816483149
254,,,,,,,0.12950018949339295,10646.92155488822
255,,,,,,,0.1242507660837951,10688.263293293292
256,,,,,,,0.11899390740170243,10729.605031698364
257,,,,,,,0.11372995041715257,10770.946770103435
258,,,,,,,0.1084592306597801,10812.288508508507
259,,,,,,,0.1031820822188076,10853.630246913579
260,,,,,,,0.09789883774304918,10894.97198531865
261,,,,,,,0.09260982844091306,10936.313723723722
262,,,,,,,0.08731538408039645,10977.655462128794
263,,,,,,,0.08201583298909067,11018.997200533866
264,,,,,,,0.07671150205417585,11060.338938938938
265,,,,,,,0.07140271672242379,11101.68067734401
266,,,,,,,0.06608980100020037,11143.022415749081
267,,,,,,,0.06077307745346208,11184.364154154153
268,,,,,,,0.055452867207755246,11225.705892559225
269,,,,,,,0.05012948994821778,11267.047630964296
270,,,,,,,0.04480326391958249,11308.389369369368
271,,,,,,,0.03947450592616933,11349.73110777444
272,,,,,,,0.03414353133189174,11391.072846179512
273,,,,,,,0.02881065406025704,11432.414584584583
274,,,,,,,0.02347618659435809,11473.756322989655
275,,,,,,,0.018140439976886368,11515.098061394727
276,,,,,,,0.012803723810121244,11556.439799799798
277,,,,,,,0.007466346255932685,11597.78153820487
278,,,,,,,0.0021286140357822027,11639.123276609942
279,,,,,,,-0.0032091675692742976,11680.465015015014
280,,,,,,,-0.008546694718591312,11721.806753420085
281,,,,,,,-0.01388366501193104,11763.148491825157
282,,,,,,,-0.019219777489466773,11804.490230230229
283,,,,,,,-0.024554732631775454,11845.8319686353
284,,,,,,,-0.02988823235984844,11887.173707040372
285,,,,,,,-0.035219980035078896,11928.515445445444
286,,,,,,,-0.04054968045927574,11969.857183850516
287,,,,,,,-0.04587703987464931,12011.198922255588
288,,,,,,,-0.05120176596382274,12052.54066066066
289,,,,,,,-0.056523567849827636,12093.882399065731
290,,,,,,,-0.06184215609610238,12135.224137470803
291,,,,,,,-0.06715724270649373,12176.565875875875
292,,,,,,,-0.07246854112525894,12217.907614280946
293,,,,,,,-0.07777576623706155,12259.249352686018
294,,,,,,,-0.08307863436697395,12300.59109109109
295,,,,,,,-0.08837686328047858,12341.932829496162
296,,,,,,,-0.09367017218346547,12383.274567901233
297,,,,,,,-0.09895828172223149,12424.616306306305
298,,,,,,,-0.1042409139834854,12465.958044711377
299,,,,,,,-0.1095177924943409,12507.299783116448
300,,,,,,,-0.11478864222232368,12548.64152152152
301,,,,,,,-0.12005318957536376,12589.983259926592
302,,,,,,,-0.12531116240180276,12631.324998331664
303,,,,,,,-0.13056228999039,12672.666736736735
304,,,,,,,-0.13580630307028346,12714.008475141807
305,,,,,,,-0.14104293381104863,12755.350213546879
306,,,,,,,-0.14627191582266033,12796.69195195195
307,,,,,,,-0.1514929841555017,12838.033690357022
308,,,,,,,-0.1567058753003646,12879.375428762094
309,,,,,,,-0.16191032718844928,12920.717167167166
310,,,,,,,-0.1671060791913626,12962.058905572238
311,,,,,,,-0.1722928721211228,13003.40064397731
312,,,,,,,-0.17747044823015348,13044.742382382381
313,,,,,,,-0.18263855121129263,13086.084120787453
314,,,,,,,-0.18779692619777896,13127.425859192525
315,,,,,,,-0.19294531976326562,13168.767597597596
316,,,,,,,-0.19808347992181027,13210.109336002668
317,,,,,,,-0.20321115612788285,13251.45107440774
318,,,,,,,-0.20832809927635698,13292.792812812811
319,,,,,,,-0.21343406170251766,13334.134551217883
320,,,,,,,-0.21852879718206106,13375.476289622955
321,,,,,,,-0.22361206093108565,13416.818028028027
322,,,,,,,-0.22868360960610243,13458.159766433098
323,,,,,,,-0.23374320130403245,13499.50150483817
324,,,,,,,-0.2387905955622009,13540.843243243242
325,,,,,,,-0.243825553358341,13582.184981648314
326,,,,,,,-0.2488478371106008,13623.526720053385
327,,,,,,,-0.2538572106775319,13664.868458458457
328,,,,,,,-0.2588534393580958,13706.210196863529
329,,,,,,,-0.2638362898916584,13747.5519352686
330,,,,,,,-0.2688055304580008,13788.893673673672
331,,,,,,,-0.27376093067730944,13830.235412078744
332,,,,,,,-0.2787022616101794,13871.577150483816
333,,,,,,,-0.2836292957576111,13912.918888888888
334,,,,,,,-0.28854180706101984,13954.26062729396
335,,,,,,,-0.2934395709022264,13995.602365699031
336,,,,,,,-0.2983223641034578,14036.944104104103
337,,,,,,,-0.30318996492734984,14078.285842509174
338,,,,,,,-0.3080421530769484,14119.627580914246
339,,,,,,,-0.31287870969571163,14160.969319319318
340,,,,,,,-0.3176994173674992,14202.31105772439
341,,,,,,,-0.32250406011658517,14243.652796129461
342,,,,,,,-0.32729242340764486,14284.994534534533
343,,,,,,,-0.33206429414577,14326.336272939605
344,,,,,,,-0.33681946067645374,14367.678011344677
345,,,,,,,-0.34155771278560476,14409.019749749748
346,,,,,,,-0.3462788416995335,14450.36148815482
347,,,,,,,-0.35098264008496405,14491.703226559892
348,,,,,,,-0.355668902049027,14533.044964964964
349,,,,,,,-0.36033742313926154,14574.386703370035
350,,,,,,,-0.36498800034361367,14615.728441775107
351,,,,,,,-0.36962043209043915,14657.070180180179
352,,,,,,,-0.3742345182485045,14698.41191858525
353,,,,,,,-0.3788300601269813,14739.753656990322
354,,,,,,,-0.38340686047544914,14781.095395395394
355,,,,,,,-0.3879647234838999,14822.437133800466
356,,,,,,,-0.3925034547827315,14863.778872205537
357,,,,,,,-0.3970228614427501,14905.12061061061
358,,,,,,,-0.4015227519751743,14946.462349015681
359,,,,,,,-0.40600293633162243,14987.804087420753
360,,,,,,,-0.41046322590413076,15029.145825825824
361,,,,,,,-0.4149034335251397,15070.487564230896
362,,,,,,,-0.4193233734674937,15111.829302635968
363,,,,,,,-0.42372286144445626,15153.17104104104
364,,,,,,,-0.42810171460968927,15194.512779446111
365,,,,,,,-0.4324597515572711,15235.854517851183
366,,,,,,,-0.4367967923216822,15277.196256256255
367,,,,,,,-0.44111265837781377,15318.537994661327
368,,,,,,,-0.44540717264096763,15359.879733066398
369,,,,,,,-0.44968015946684914,15401.22147147147
370,,,,,,,-0.45393144465158075,15442.563209876542
371,,,,,,,-0.45816085543168084,15483.904948281614
372,,,,,,,-0.462368220484089,15525.246686686685
373,,,,,,,-0.4665533699261458,15566.588425091757
374,,,,,,,-0.4707161353156005,15607.930163496829
375,,,,,,,-0.47485634965061463,15649.2719019019
376,,,,,,,-0.4789738473697538,15690.613640306972
377,,,,,,,-0.48306846435199524,15731.955378712044
378,,,,,,,-0.48714003791672533,15773.297117117116
379,,,,,,,-0.49118840682373344,15814.638855522187
380,,,,,,,-0.4952134112732256,15855.98059392726
381,,,,,,,-0.4992148929058101,15897.322332332331
382,,,,,,,-0.5031926948025042,15938.664070737403
383,,,,,,,-0.5071466614847348,15980.005809142474
384,,,,,,,-0.5110766389143407,16021.347547547544
385,,,,,,,-0.5149824744935625,16062.689285952616
386,,,,,,,-0.5188640170650535,16104.031024357688
387,,,,,,,-0.5227211169118772,16145.37276276276
388,,,,,,,-0.5265536257575025,16186.714501167831
389,,,,,,,-0.5303613967658046,16228.056239572903
390,,,,,,,-0.53414428454107,16269.397977977975
391,,,,,,,-0.5379021451279937,16310.739716383046
392,,,,,,,-0.5416348360116826,16352.081454788118
393,,,,,,,-0.5453422161176438,16393.42319319319
394,,,,,,,-0.5490241458118036,16434.76493159826
395,,,,,,,-0.5526804869004852,16476.106670003333
396,,,,,,,-0.5563111026304293,16517.448408408403
397,,,,,,,-0.5599158576887765,16558.790146813477
398,,,,,,,-0.5634946182030864,16600.131885218547
399,,,,,,,-0.5670472517413203,16641.47362362362
400,,,,,,,-0.5705736273118478,16682.81536202869
